campaign,network_profile,protocol,auth_mode,sig_alg,kem,kem_class,pcap_file,total_bytes,total_packets,ClientHello_bytes,ServerHello_bytes,EncryptedExtensions_bytes,Certificate_bytes,CertificateVerify_bytes,Finished_bytes,CertificateRequest_bytes,NewSessionTicket_bytes
simple_loss1.5833_delay83.52ms,tls,tls,single,mldsa65,hqc192_simple_loss1.5833_delay83.52ms_20260826_140942,pq_pur,capture_tls_single_mldsa65_hqc192_simple_loss1.5833_delay83.52ms_20260826_140942.pcap,25763,33,4873,9064,2,5503,3313,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,mldsa65,mlkem768_simple_loss1.5833_delay83.52ms_20260826_140922,pq_pur,capture_tls_single_mldsa65_mlkem768_simple_loss1.5833_delay83.52ms_20260826_140922.pcap,13875,23,1535,1174,2,5503,3313,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,mldsa65,p384_hqc192_simple_loss1.5833_delay83.52ms_20260826_141004,hybride,capture_tls_single_mldsa65_p384_hqc192_simple_loss1.5833_delay83.52ms_20260826_141004.pcap,26023,34,4970,9161,2,5503,3313,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,mldsa65,p384_mlkem768_simple_loss1.5833_delay83.52ms_20260826_140840,hybride,capture_tls_single_mldsa65_p384_mlkem768_simple_loss1.5833_delay83.52ms_20260826_140840.pcap,14135,24,1632,1271,2,5503,3313,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,mldsa65,x448_hqc192_simple_loss1.5833_delay83.52ms_20260826_141026,hybride,capture_tls_single_mldsa65_x448_hqc192_simple_loss1.5833_delay83.52ms_20260826_141026.pcap,25941,34,4929,9120,2,5503,3313,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,mldsa65,x448_mlkem768_simple_loss1.5833_delay83.52ms_20260826_140901,hybride,capture_tls_single_mldsa65_x448_mlkem768_simple_loss1.5833_delay83.52ms_20260826_140901.pcap,14053,24,1591,1230,2,5503,3313,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,mldsa65,x448_simple_loss1.5833_delay83.52ms_20260826_140819,classique,capture_tls_single_mldsa65_x448_simple_loss1.5833_delay83.52ms_20260826_140819.pcap,11789,24,415,142,2,5503,3313,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,mldsa87,P-521_simple_loss1.5833_delay83.52ms_20260826_141047,classique,capture_tls_single_mldsa87_P-521_simple_loss1.5833_delay83.52ms_20260826_141047.pcap,15483,28,492,219,2,7461,4631,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,mldsa87,hqc256_simple_loss1.5833_delay83.52ms_20260826_141150,pq_pur,capture_tls_single_mldsa87_hqc256_simple_loss1.5833_delay83.52ms_20260826_141150.pcap,37667,40,7596,14507,2,7461,4631,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,mldsa87,mlkem1024_simple_loss1.5833_delay83.52ms_20260826_141129,pq_pur,capture_tls_single_mldsa87_mlkem1024_simple_loss1.5833_delay83.52ms_20260826_141129.pcap,18345,28,1919,1654,2,7461,4631,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,mldsa87,p521_hqc256_simple_loss1.5833_delay83.52ms_20260826_141211,hybride,capture_tls_single_mldsa87_p521_hqc256_simple_loss1.5833_delay83.52ms_20260826_141211.pcap,38065,42,7729,14640,2,7461,4631,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,mldsa87,p521_mlkem1024_simple_loss1.5833_delay83.52ms_20260826_141108,hybride,capture_tls_single_mldsa87_p521_mlkem1024_simple_loss1.5833_delay83.52ms_20260826_141108.pcap,18611,28,2052,1787,2,7461,4631,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,secp384r1,P-384_simple_loss1.5833_delay83.52ms_20260826_140032,classique,capture_tls_single_secp384r1_P-384_simple_loss1.5833_delay83.52ms_20260826_140032.pcap,3074,16,456,183,2,439,108,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,secp384r1,hqc192_simple_loss1.5833_delay83.52ms_20260826_140218,pq_pur,capture_tls_single_secp384r1_hqc192_simple_loss1.5833_delay83.52ms_20260826_140218.pcap,17294,30,4873,9064,2,439,106,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,secp384r1,mlkem768_simple_loss1.5833_delay83.52ms_20260826_140157,pq_pur,capture_tls_single_secp384r1_mlkem768_simple_loss1.5833_delay83.52ms_20260826_140157.pcap,5144,16,1535,1174,2,440,107,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,secp384r1,p384_hqc192_simple_loss1.5833_delay83.52ms_20260826_140239,hybride,capture_tls_single_secp384r1_p384_hqc192_simple_loss1.5833_delay83.52ms_20260826_140239.pcap,17487,30,4970,9161,2,438,106,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,secp384r1,p384_mlkem768_simple_loss1.5833_delay83.52ms_20260826_140114,hybride,capture_tls_single_secp384r1_p384_mlkem768_simple_loss1.5833_delay83.52ms_20260826_140114.pcap,5337,16,1632,1271,2,439,107,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,secp384r1,x448_hqc192_simple_loss1.5833_delay83.52ms_20260826_140259,hybride,capture_tls_single_secp384r1_x448_hqc192_simple_loss1.5833_delay83.52ms_20260826_140259.pcap,17353,29,4929,NA,NA,NA,NA,NA,NA,NA
simple_loss1.5833_delay83.52ms,tls,tls,single,secp384r1,x448_mlkem768_simple_loss1.5833_delay83.52ms_20260826_140135,hybride,capture_tls_single_secp384r1_x448_mlkem768_simple_loss1.5833_delay83.52ms_20260826_140135.pcap,5256,16,1591,1230,2,440,107,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,secp384r1,x448_simple_loss1.5833_delay83.52ms_20260826_140053,classique,capture_tls_single_secp384r1_x448_simple_loss1.5833_delay83.52ms_20260826_140053.pcap,2990,16,415,142,2,438,107,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,secp521r1,P-521_simple_loss1.5833_delay83.52ms_20260826_140321,classique,capture_tls_single_secp521r1_P-521_simple_loss1.5833_delay83.52ms_20260826_140321.pcap,3256,16,492,219,2,514,143,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,secp521r1,hqc256_simple_loss1.5833_delay83.52ms_20260826_140424,pq_pur,capture_tls_single_secp521r1_hqc256_simple_loss1.5833_delay83.52ms_20260826_140424.pcap,25835,34,7596,14507,2,513,143,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,secp521r1,mlkem1024_simple_loss1.5833_delay83.52ms_20260826_140403,pq_pur,capture_tls_single_secp521r1_mlkem1024_simple_loss1.5833_delay83.52ms_20260826_140403.pcap,6118,16,1919,1654,2,514,143,96,NA,458
simple_loss1.5833_delay83.52ms,tls,tls,single,secp521r1,p521_hqc256_simple_loss1.5833_delay83.52ms_20260826_140445,hybride,capture_tls_single_secp521r1_p521_hqc256_simple_loss1.5833_delay83.52ms_20260826_140445.pcap,26269,36,7729,NA,NA,NA,NA,NA,NA,NA
simple_loss1.5833_delay83.52ms,tls,tls,single,secp521r1,p521_mlkem1024_simple_loss1.5833_delay83.52ms_20260826_140342,hybride,capture_tls_single_secp521r1_p521_mlkem1024_simple_loss1.5833_delay83.52ms_20260826_140342.pcap,6384,16,2052,1787,2,514,143,96,NA,458
