protocol,auth_mode,network,level,sig,kem,n_attempts,n_success,success_rate,success_rate_ci95_low,success_rate_ci95_high,conditional_mean_ms,rmst_at_deadline_ms,deadline_ms,rmst_minus_conditional_mean
quic,single,none,L1,ed25519,x25519_hqc128,500,500,1.0,0.9926,1.0,20.209,20.209,5000.0,0.0
quic,single,none,L1,ed25519,p256_mlkem512,500,500,1.0,0.9926,1.0,10.045,10.045,5000.0,0.0
quic,single,none,L1,ed25519,x25519_mlkem512,500,500,1.0,0.9926,1.0,3.795,3.795,5000.0,0.0
quic,single,none,L1,ed25519,hqc128,500,500,1.0,0.9926,1.0,17.578,17.578,5000.0,0.0
quic,single,none,L1,ed25519,mlkem512,500,500,1.0,0.9926,1.0,1.974,1.974,5000.0,0.0
quic,single,none,L1,mldsa44,P-256,500,500,1.0,0.9926,1.0,2.179,2.179,5000.0,0.0
quic,single,none,L1,mldsa44,x25519,500,500,1.0,0.9926,1.0,2.101,2.101,5000.0,0.0
quic,single,none,L1,mldsa44,p256_hqc128,500,500,1.0,0.9926,1.0,25.54,25.54,5000.0,0.0
quic,single,none,L1,mldsa44,x25519_hqc128,500,500,1.0,0.9926,1.0,19.186,19.186,5000.0,0.0
quic,single,none,L1,mldsa44,p256_mlkem512,500,500,1.0,0.9926,1.0,9.967,9.967,5000.0,0.0
quic,single,none,L1,mldsa44,x25519_mlkem512,500,500,1.0,0.9926,1.0,3.632,3.632,5000.0,0.0
quic,single,none,L1,mldsa44,hqc128,500,500,1.0,0.9926,1.0,17.989,17.989,5000.0,0.0
quic,single,none,L1,mldsa44,mlkem512,500,500,1.0,0.9926,1.0,2.086,2.086,5000.0,0.0
quic,single,none,L3,secp384r1,P-384,500,500,1.0,0.9926,1.0,5.839,5.839,5000.0,0.0
quic,single,none,L3,secp384r1,x448,500,500,1.0,0.9926,1.0,4.277,4.277,5000.0,0.0
quic,single,none,L3,secp384r1,p384_hqc192,500,500,1.0,0.9926,1.0,59.13,59.13,5000.0,0.0
quic,single,none,L3,secp384r1,x448_hqc192,500,500,1.0,0.9926,1.0,50.772,50.772,5000.0,0.0
quic,single,none,L3,secp384r1,p384_mlkem768,500,500,1.0,0.9926,1.0,14.644,14.644,5000.0,0.0
quic,single,none,L3,secp384r1,x448_mlkem768,500,500,1.0,0.9926,1.0,6.536,6.536,5000.0,0.0
quic,single,none,L3,secp384r1,hqc192,500,500,1.0,0.9926,1.0,48.581,48.581,5000.0,0.0
quic,single,none,L3,secp384r1,mlkem768,500,500,1.0,0.9926,1.0,3.389,3.389,5000.0,0.0
quic,single,none,L3,mldsa65,P-384,500,500,1.0,0.9926,1.0,4.603,4.603,5000.0,0.0
quic,single,none,L3,mldsa65,x448,500,500,1.0,0.9926,1.0,3.144,3.144,5000.0,0.0
quic,single,none,L3,mldsa65,p384_hqc192,500,500,1.0,0.9926,1.0,59.065,59.065,5000.0,0.0
quic,single,none,L3,mldsa65,x448_hqc192,500,500,1.0,0.9926,1.0,52.213,52.213,5000.0,0.0
quic,single,none,L3,mldsa65,p384_mlkem768,500,500,1.0,0.9926,1.0,12.7,12.7,5000.0,0.0
quic,single,none,L3,mldsa65,x448_mlkem768,500,500,1.0,0.9926,1.0,5.368,5.368,5000.0,0.0
quic,single,none,L3,mldsa65,hqc192,500,500,1.0,0.9926,1.0,47.901,47.901,5000.0,0.0
quic,single,none,L3,mldsa65,mlkem768,500,500,1.0,0.9926,1.0,2.251,2.251,5000.0,0.0
quic,single,none,L5,secp521r1,P-521,500,500,1.0,0.9926,1.0,5.821,5.821,5000.0,0.0
quic,single,none,L5,secp521r1,p521_hqc256,500,500,1.0,0.9926,1.0,94.709,94.709,5000.0,0.0
quic,single,none,L5,secp521r1,p521_mlkem1024,500,500,1.0,0.9926,1.0,13.756,13.756,5000.0,0.0
quic,single,none,L5,secp521r1,hqc256,500,500,1.0,0.9926,1.0,87.07,87.07,5000.0,0.0
quic,single,none,L5,secp521r1,mlkem1024,500,500,1.0,0.9926,1.0,3.595,3.595,5000.0,0.0
quic,single,none,L5,mldsa87,P-521,500,500,1.0,0.9926,1.0,4.413,4.413,5000.0,0.0
quic,single,none,L5,mldsa87,p521_hqc256,500,500,1.0,0.9926,1.0,94.494,94.494,5000.0,0.0
quic,single,none,L5,mldsa87,p521_mlkem1024,500,500,1.0,0.9926,1.0,12.766,12.766,5000.0,0.0
quic,single,none,L5,mldsa87,hqc256,500,500,1.0,0.9926,1.0,84.628,84.628,5000.0,0.0
quic,single,none,L5,mldsa87,mlkem1024,500,500,1.0,0.9926,1.0,2.341,2.341,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L1,ed25519,P-256,500,500,1.0,0.9926,1.0,138.822,138.822,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L1,ed25519,x25519,500,500,1.0,0.9926,1.0,150.427,150.427,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L1,ed25519,p256_hqc128,500,500,1.0,0.9926,1.0,172.553,172.553,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L1,ed25519,x25519_hqc128,500,500,1.0,0.9926,1.0,162.301,162.301,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L1,ed25519,p256_mlkem512,500,500,1.0,0.9926,1.0,152.801,152.801,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L1,ed25519,x25519_mlkem512,500,500,1.0,0.9926,1.0,148.89,148.89,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L1,ed25519,hqc128,500,500,1.0,0.9926,1.0,161.405,161.405,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L1,ed25519,mlkem512,500,500,1.0,0.9926,1.0,133.285,133.285,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L1,mldsa44,P-256,500,500,1.0,0.9926,1.0,272.808,272.808,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L1,mldsa44,x25519,500,500,1.0,0.9926,1.0,275.271,275.271,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L1,mldsa44,p256_hqc128,500,500,1.0,0.9926,1.0,294.77,294.77,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L1,mldsa44,x25519_hqc128,500,500,1.0,0.9926,1.0,300.618,300.618,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L1,mldsa44,p256_mlkem512,500,500,1.0,0.9926,1.0,294.482,294.482,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L1,mldsa44,x25519_mlkem512,500,500,1.0,0.9926,1.0,290.792,290.792,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L1,mldsa44,hqc128,500,500,1.0,0.9926,1.0,313.57,313.57,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L1,mldsa44,mlkem512,500,500,1.0,0.9926,1.0,264.358,264.358,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L3,secp384r1,P-384,500,500,1.0,0.9926,1.0,145.228,145.228,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L3,secp384r1,x448,500,500,1.0,0.9926,1.0,151.091,151.091,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L3,secp384r1,p384_hqc192,500,500,1.0,0.9926,1.0,207.773,207.773,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L3,secp384r1,x448_hqc192,500,500,1.0,0.9926,1.0,205.843,205.843,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L3,secp384r1,p384_mlkem768,500,500,1.0,0.9926,1.0,154.835,154.835,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L3,secp384r1,x448_mlkem768,500,500,1.0,0.9926,1.0,170.819,170.819,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L3,secp384r1,hqc192,500,500,1.0,0.9926,1.0,208.99,208.99,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L3,secp384r1,mlkem768,500,500,1.0,0.9926,1.0,142.214,142.214,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L3,mldsa65,P-384,500,500,1.0,0.9926,1.0,286.529,286.529,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L3,mldsa65,x448,500,500,1.0,0.9926,1.0,290.149,290.149,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L3,mldsa65,p384_hqc192,500,500,1.0,0.9926,1.0,360.249,360.249,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L3,mldsa65,x448_hqc192,500,500,1.0,0.9926,1.0,350.891,350.891,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L3,mldsa65,p384_mlkem768,500,500,1.0,0.9926,1.0,292.539,292.539,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L3,mldsa65,x448_mlkem768,500,500,1.0,0.9926,1.0,277.695,277.695,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L3,mldsa65,hqc192,500,500,1.0,0.9926,1.0,342.762,342.762,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L3,mldsa65,mlkem768,500,500,1.0,0.9926,1.0,301.747,301.747,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L5,secp521r1,P-521,500,500,1.0,0.9926,1.0,141.037,141.037,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L5,secp521r1,p521_hqc256,500,500,1.0,0.9926,1.0,714.956,714.956,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L5,secp521r1,p521_mlkem1024,500,500,1.0,0.9926,1.0,171.629,171.629,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L5,secp521r1,hqc256,500,500,1.0,0.9926,1.0,715.057,715.057,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L5,secp521r1,mlkem1024,500,500,1.0,0.9926,1.0,156.159,156.159,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L5,mldsa87,P-521,500,500,1.0,0.9926,1.0,291.904,291.904,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L5,mldsa87,p521_hqc256,500,500,1.0,0.9926,1.0,745.61,745.61,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L5,mldsa87,p521_mlkem1024,500,500,1.0,0.9926,1.0,304.758,304.758,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L5,mldsa87,hqc256,500,500,1.0,0.9926,1.0,738.67,738.67,5000.0,0.0
quic,single,simple_loss1.3_delay62.51ms,L5,mldsa87,mlkem1024,500,500,1.0,0.9926,1.0,281.437,281.437,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L1,ed25519,P-256,500,500,1.0,0.9926,1.0,181.334,181.334,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L1,ed25519,x25519,500,500,1.0,0.9926,1.0,177.073,177.073,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L1,ed25519,p256_hqc128,500,500,1.0,0.9926,1.0,221.305,221.305,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L1,ed25519,x25519_hqc128,500,500,1.0,0.9926,1.0,213.204,213.204,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L1,ed25519,p256_mlkem512,500,500,1.0,0.9926,1.0,195.928,195.928,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L1,ed25519,x25519_mlkem512,500,500,1.0,0.9926,1.0,206.578,206.578,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L1,ed25519,hqc128,500,500,1.0,0.9926,1.0,224.806,224.806,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L1,ed25519,mlkem512,500,500,1.0,0.9926,1.0,208.43,208.43,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L1,mldsa44,P-256,500,500,1.0,0.9926,1.0,390.412,390.412,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L1,mldsa44,x25519,500,500,1.0,0.9926,1.0,374.621,374.621,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L1,mldsa44,p256_hqc128,500,500,1.0,0.9926,1.0,390.544,390.544,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L1,mldsa44,x25519_hqc128,500,500,1.0,0.9926,1.0,401.94,401.94,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L1,mldsa44,p256_mlkem512,500,500,1.0,0.9926,1.0,378.934,378.934,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L1,mldsa44,x25519_mlkem512,500,500,1.0,0.9926,1.0,371.068,371.068,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L1,mldsa44,hqc128,500,500,1.0,0.9926,1.0,395.214,395.214,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L1,mldsa44,mlkem512,500,500,1.0,0.9926,1.0,378.367,378.367,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L3,secp384r1,P-384,500,500,1.0,0.9926,1.0,190.005,190.005,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L3,secp384r1,x448,500,500,1.0,0.9926,1.0,189.895,189.895,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L3,secp384r1,p384_hqc192,500,500,1.0,0.9926,1.0,277.079,277.079,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L3,secp384r1,x448_hqc192,500,500,1.0,0.9926,1.0,243.958,243.958,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L3,secp384r1,p384_mlkem768,500,500,1.0,0.9926,1.0,230.393,230.393,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L3,secp384r1,x448_mlkem768,500,500,1.0,0.9926,1.0,214.288,214.288,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L3,secp384r1,hqc192,500,500,1.0,0.9926,1.0,264.226,264.226,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L3,secp384r1,mlkem768,500,500,1.0,0.9926,1.0,186.889,186.889,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L3,mldsa65,P-384,500,500,1.0,0.9926,1.0,400.831,400.831,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L3,mldsa65,x448,500,500,1.0,0.9926,1.0,388.18,387.5,5000.0,-0.679
quic,single,simple_loss1.5833_delay83.52ms,L3,mldsa65,p384_hqc192,500,500,1.0,0.9926,1.0,453.628,453.628,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L3,mldsa65,x448_hqc192,500,500,1.0,0.9926,1.0,430.686,430.686,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L3,mldsa65,p384_mlkem768,500,500,1.0,0.9926,1.0,394.995,394.995,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L3,mldsa65,x448_mlkem768,500,500,1.0,0.9926,1.0,366.759,366.759,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L3,mldsa65,hqc192,500,500,1.0,0.9926,1.0,449.463,449.463,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L3,mldsa65,mlkem768,500,500,1.0,0.9926,1.0,382.199,382.199,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L5,secp521r1,P-521,500,500,1.0,0.9926,1.0,192.237,192.237,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L5,secp521r1,p521_hqc256,500,500,1.0,0.9926,1.0,923.362,923.362,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L5,secp521r1,p521_mlkem1024,500,500,1.0,0.9926,1.0,213.308,213.308,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L5,secp521r1,hqc256,500,500,1.0,0.9926,1.0,908.075,908.075,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L5,secp521r1,mlkem1024,500,500,1.0,0.9926,1.0,205.535,205.535,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L5,mldsa87,P-521,500,500,1.0,0.9926,1.0,382.282,382.282,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L5,mldsa87,p521_hqc256,500,500,1.0,0.9926,1.0,961.931,961.931,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L5,mldsa87,p521_mlkem1024,500,500,1.0,0.9926,1.0,415.843,415.843,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L5,mldsa87,hqc256,500,500,1.0,0.9926,1.0,952.864,952.864,5000.0,0.0
quic,single,simple_loss1.5833_delay83.52ms,L5,mldsa87,mlkem1024,500,500,1.0,0.9926,1.0,380.0,380.0,5000.0,0.0
quic,single,stable,L1,ed25519,P-256,500,499,0.998,0.9889,0.9999,354.512,343.817,5000.0,-10.695
quic,single,stable,L1,ed25519,x25519,500,494,0.988,0.9741,0.9956,265.243,304.073,5000.0,38.83
quic,single,stable,L1,ed25519,p256_hqc128,500,500,1.0,0.9926,1.0,112.658,112.658,5000.0,0.0
quic,single,stable,L1,ed25519,x25519_hqc128,500,500,1.0,0.9926,1.0,139.959,135.936,5000.0,-4.023
quic,single,stable,L1,ed25519,p256_mlkem512,500,500,1.0,0.9926,1.0,241.458,237.441,5000.0,-4.017
quic,single,stable,L1,ed25519,x25519_mlkem512,500,500,1.0,0.9926,1.0,256.116,256.116,5000.0,0.0
quic,single,stable,L1,ed25519,hqc128,500,500,1.0,0.9926,1.0,83.324,83.324,5000.0,0.0
quic,single,stable,L1,ed25519,mlkem512,500,499,0.998,0.9889,0.9999,253.195,254.692,5000.0,1.498
quic,single,stable,L1,mldsa44,P-256,500,500,1.0,0.9926,1.0,342.303,330.056,5000.0,-12.247
quic,single,stable,L1,mldsa44,x25519,500,499,0.998,0.9889,0.9999,402.654,394.743,5000.0,-7.911
quic,single,stable,L1,mldsa44,p256_hqc128,500,500,1.0,0.9926,1.0,184.481,178.369,5000.0,-6.112
quic,single,stable,L1,mldsa44,x25519_hqc128,500,500,1.0,0.9926,1.0,150.273,147.854,5000.0,-2.42
quic,single,stable,L1,mldsa44,p256_mlkem512,500,500,1.0,0.9926,1.0,283.079,283.007,5000.0,-0.071
quic,single,stable,L1,mldsa44,x25519_mlkem512,500,500,1.0,0.9926,1.0,300.203,296.151,5000.0,-4.052
quic,single,stable,L1,mldsa44,hqc128,500,500,1.0,0.9926,1.0,182.193,176.176,5000.0,-6.017
quic,single,stable,L1,mldsa44,mlkem512,500,500,1.0,0.9926,1.0,411.194,392.724,5000.0,-18.471
quic,single,stable,L3,secp384r1,P-384,500,498,0.996,0.9856,0.9995,441.322,411.526,5000.0,-29.796
quic,single,stable,L3,secp384r1,x448,500,498,0.996,0.9856,0.9995,299.377,294.174,5000.0,-5.203
quic,single,stable,L3,secp384r1,p384_hqc192,500,500,1.0,0.9926,1.0,168.518,168.518,5000.0,0.0
quic,single,stable,L3,secp384r1,x448_hqc192,500,499,0.998,0.9889,0.9999,138.264,143.916,5000.0,5.652
quic,single,stable,L3,secp384r1,p384_mlkem768,500,500,1.0,0.9926,1.0,219.176,219.176,5000.0,0.0
quic,single,stable,L3,secp384r1,x448_mlkem768,500,499,0.998,0.9889,0.9999,232.777,242.312,5000.0,9.534
quic,single,stable,L3,secp384r1,hqc192,500,500,1.0,0.9926,1.0,132.932,128.795,5000.0,-4.137
quic,single,stable,L3,secp384r1,mlkem768,500,500,1.0,0.9926,1.0,213.423,213.423,5000.0,0.0
quic,single,stable,L3,mldsa65,P-384,500,492,0.984,0.9687,0.9931,648.815,659.66,5000.0,10.846
quic,single,stable,L3,mldsa65,x448,500,499,0.998,0.9889,0.9999,635.12,613.265,5000.0,-21.855
quic,single,stable,L3,mldsa65,p384_hqc192,500,499,0.998,0.9889,0.9999,164.09,173.762,5000.0,9.672
quic,single,stable,L3,mldsa65,x448_hqc192,500,500,1.0,0.9926,1.0,178.989,178.989,5000.0,0.0
quic,single,stable,L3,mldsa65,p384_mlkem768,500,500,1.0,0.9926,1.0,428.297,428.297,5000.0,0.0
quic,single,stable,L3,mldsa65,x448_mlkem768,500,500,1.0,0.9926,1.0,550.207,533.353,5000.0,-16.854
quic,single,stable,L3,mldsa65,hqc192,500,500,1.0,0.9926,1.0,162.628,162.628,5000.0,0.0
quic,single,stable,L3,mldsa65,mlkem768,500,499,0.998,0.9889,0.9999,473.624,476.635,5000.0,3.012
quic,single,stable,L5,secp521r1,P-521,500,498,0.996,0.9856,0.9995,326.716,329.402,5000.0,2.687
quic,single,stable,L5,secp521r1,p521_hqc256,500,500,1.0,0.9926,1.0,221.818,217.713,5000.0,-4.105
quic,single,stable,L5,secp521r1,p521_mlkem1024,500,500,1.0,0.9926,1.0,232.672,232.672,5000.0,0.0
quic,single,stable,L5,secp521r1,hqc256,500,500,1.0,0.9926,1.0,163.333,163.333,5000.0,0.0
quic,single,stable,L5,secp521r1,mlkem1024,500,500,1.0,0.9926,1.0,268.994,264.994,5000.0,-4.0
quic,single,stable,L5,mldsa87,P-521,500,498,0.996,0.9856,0.9995,719.385,664.517,5000.0,-54.868
quic,single,stable,L5,mldsa87,p521_hqc256,500,500,1.0,0.9926,1.0,260.599,256.486,5000.0,-4.113
quic,single,stable,L5,mldsa87,p521_mlkem1024,500,499,0.998,0.9889,0.9999,477.824,465.98,5000.0,-11.844
quic,single,stable,L5,mldsa87,hqc256,500,500,1.0,0.9926,1.0,204.796,204.796,5000.0,0.0
quic,single,stable,L5,mldsa87,mlkem1024,500,498,0.996,0.9856,0.9995,540.098,519.729,5000.0,-20.368
quic,single,unstable,L1,ed25519,P-256,500,475,0.95,0.9271,0.9674,917.419,1006.43,5000.0,89.011
quic,single,unstable,L1,ed25519,x25519,500,479,0.958,0.9365,0.9738,1064.999,1069.12,5000.0,4.121
quic,single,unstable,L1,ed25519,p256_hqc128,500,496,0.992,0.9796,0.9978,584.995,579.295,5000.0,-5.7
quic,single,unstable,L1,ed25519,x25519_hqc128,500,495,0.99,0.9768,0.9967,574.979,569.71,5000.0,-5.269
quic,single,unstable,L1,ed25519,p256_mlkem512,500,487,0.974,0.9559,0.9861,732.252,801.969,5000.0,69.718
quic,single,unstable,L1,ed25519,x25519_mlkem512,500,490,0.98,0.9635,0.9904,749.391,780.565,5000.0,31.174
quic,single,unstable,L1,ed25519,hqc128,500,497,0.994,0.9826,0.9988,523.147,514.684,5000.0,-8.463
quic,single,unstable,L1,ed25519,mlkem512,500,486,0.972,0.9535,0.9846,901.687,889.681,5000.0,-12.005
quic,single,unstable,L1,mldsa44,P-256,500,492,0.984,0.9687,0.9931,1279.868,1156.383,5000.0,-123.486
quic,single,unstable,L1,mldsa44,x25519,500,481,0.962,0.9413,0.977,1130.079,1136.209,5000.0,6.131
quic,single,unstable,L1,mldsa44,p256_hqc128,500,494,0.988,0.9741,0.9956,1105.834,970.866,5000.0,-134.967
quic,single,unstable,L1,mldsa44,x25519_hqc128,500,493,0.986,0.9714,0.9944,1049.775,969.847,5000.0,-79.928
quic,single,unstable,L1,mldsa44,p256_mlkem512,500,492,0.984,0.9687,0.9931,1285.454,1181.882,5000.0,-103.572
quic,single,unstable,L1,mldsa44,x25519_mlkem512,500,487,0.974,0.9559,0.9861,1408.03,1292.349,5000.0,-115.681
quic,single,unstable,L1,mldsa44,hqc128,500,492,0.984,0.9687,0.9931,1240.378,1058.881,5000.0,-181.497
quic,single,unstable,L1,mldsa44,mlkem512,500,484,0.968,0.9486,0.9816,1233.076,1180.04,5000.0,-53.036
quic,single,unstable,L3,secp384r1,P-384,500,472,0.944,0.9201,0.9625,1001.011,1110.899,5000.0,109.888
quic,single,unstable,L3,secp384r1,x448,500,471,0.942,0.9178,0.9608,1051.029,1111.959,5000.0,60.931
quic,single,unstable,L3,secp384r1,p384_hqc192,500,495,0.99,0.9768,0.9967,594.904,591.384,5000.0,-3.52
quic,single,unstable,L3,secp384r1,x448_hqc192,500,496,0.992,0.9796,0.9978,597.865,573.761,5000.0,-24.104
quic,single,unstable,L3,secp384r1,p384_mlkem768,500,496,0.992,0.9796,0.9978,726.007,716.999,5000.0,-9.008
quic,single,unstable,L3,secp384r1,x448_mlkem768,500,492,0.984,0.9687,0.9931,738.254,768.336,5000.0,30.082
quic,single,unstable,L3,secp384r1,hqc192,500,495,0.99,0.9768,0.9967,542.768,538.275,5000.0,-4.492
quic,single,unstable,L3,secp384r1,mlkem768,500,492,0.984,0.9687,0.9931,693.021,711.628,5000.0,18.607
quic,single,unstable,L3,mldsa65,P-384,500,454,0.908,0.8792,0.9319,1453.458,1603.607,5000.0,150.148
quic,single,unstable,L3,mldsa65,x448,500,475,0.95,0.9271,0.9674,1590.582,1608.3,5000.0,17.718
quic,single,unstable,L3,mldsa65,p384_hqc192,500,495,0.99,0.9768,0.9967,766.013,764.274,5000.0,-1.739
quic,single,unstable,L3,mldsa65,x448_hqc192,500,492,0.984,0.9687,0.9931,710.497,752.656,5000.0,42.159
quic,single,unstable,L3,mldsa65,p384_mlkem768,500,488,0.976,0.9585,0.9875,1460.15,1347.198,5000.0,-112.952
quic,single,unstable,L3,mldsa65,x448_mlkem768,500,487,0.974,0.9559,0.9861,1500.046,1394.186,5000.0,-105.86
quic,single,unstable,L3,mldsa65,hqc192,500,493,0.986,0.9714,0.9944,861.379,831.434,5000.0,-29.946
quic,single,unstable,L3,mldsa65,mlkem768,500,484,0.968,0.9486,0.9816,1404.29,1325.415,5000.0,-78.874
quic,single,unstable,L5,secp521r1,P-521,500,472,0.944,0.9201,0.9625,1026.742,1115.157,5000.0,88.415
quic,single,unstable,L5,secp521r1,p521_hqc256,500,496,0.992,0.9796,0.9978,681.36,650.838,5000.0,-30.522
quic,single,unstable,L5,secp521r1,p521_mlkem1024,500,494,0.988,0.9741,0.9956,922.58,888.069,5000.0,-34.511
quic,single,unstable,L5,secp521r1,hqc256,500,495,0.99,0.9768,0.9967,784.988,770.889,5000.0,-14.099
quic,single,unstable,L5,secp521r1,mlkem1024,500,491,0.982,0.9661,0.9917,846.114,867.183,5000.0,21.069
quic,single,unstable,L5,mldsa87,P-521,500,452,0.904,0.8747,0.9284,1506.021,1635.345,5000.0,129.324
quic,single,unstable,L5,mldsa87,p521_hqc256,500,493,0.986,0.9714,0.9944,805.086,825.001,5000.0,19.915
quic,single,unstable,L5,mldsa87,p521_mlkem1024,500,480,0.96,0.9389,0.9754,1722.647,1550.288,5000.0,-172.359
quic,single,unstable,L5,mldsa87,hqc256,500,494,0.988,0.9741,0.9956,903.243,884.287,5000.0,-18.956
quic,single,unstable,L5,mldsa87,mlkem1024,500,475,0.95,0.9271,0.9674,1829.752,1652.661,5000.0,-177.091
