protocol,auth_mode,sig_alg,kem,kem_class,security_level,sig_family,network_profile,n_total,n_success,n_failed,success_rate_pct,mean_ms,stdev_ms,ci95_low_ms,ci95_high_ms,median_ms,p95_ms,p99_ms,min_ms,max_ms
tls,mutual,mldsa65,mlkem768,pq_pur,L3,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,177.507,49.636,173.156,181.858,175.505,188.804,224.695,154.1,1251.89
tls,mutual,mldsa65,p384_hqc192,hybride,L3,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,287.316,65.913,281.538,293.093,285.335,299.75,366.091,241.29,1312.63
tls,mutual,mldsa65,p384_mlkem768,hybride,L3,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,192.421,76.903,185.68,199.162,188.615,202.025,257.651,163.67,1378.29
tls,mutual,mldsa65,x448_hqc192,hybride,L3,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,287.924,74.116,281.427,294.421,283.8,299.53,443.379,236.88,1401.8
tls,mutual,mldsa65,x448_mlkem768,hybride,L3,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,183.009,12.991,181.87,184.147,185.975,193.812,242.435,156.3,267.63
tls,mutual,mldsa65,x448,classique,L3,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,184.483,13.35,183.312,185.653,185.91,191.27,243.593,155.1,328.71
tls,mutual,mldsa87,P-521,classique,L5,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,257.044,87.246,249.397,264.692,252.845,261.019,317.411,223.58,1386.76
tls,mutual,mldsa87,hqc256,pq_pur,L5,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,360.594,28.883,358.063,363.126,362.785,376.194,462.043,298.19,653.83
tls,mutual,mldsa87,mlkem1024,pq_pur,L5,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,247.575,21.117,245.724,249.426,248.125,257.658,316.89,221.71,515.01
tls,mutual,mldsa87,p521_hqc256,hybride,L5,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,366.55,75.94,359.894,373.207,365.145,385.91,437.379,306.24,1520.88
tls,mutual,mldsa87,p521_mlkem1024,hybride,L5,pq,simple_loss0.3_delay30.02ms,500,500,0,100.0,258.404,19.575,256.688,260.12,260.895,267.714,276.396,229.55,536.21
tls,mutual,secp384r1,P-384,classique,L3,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,151.153,46.313,147.094,155.213,153.565,157.691,159.35,129.43,1162.72
tls,mutual,secp384r1,hqc192,pq_pur,L3,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,219.84,102.363,210.868,228.813,208.28,229.29,376.599,172.71,1385.24
tls,mutual,secp384r1,mlkem768,pq_pur,L3,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,156.694,72.228,150.363,163.025,151.52,154.163,157.932,128.65,1234.56
tls,mutual,secp384r1,p384_hqc192,hybride,L3,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,219.628,26.57,217.299,221.957,216.445,224.055,327.756,176.63,521.98
tls,mutual,secp384r1,p384_mlkem768,hybride,L3,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,170.552,54.043,165.815,175.289,167.75,171.071,174.138,134.9,1231.21
tls,mutual,secp384r1,x448_hqc192,hybride,L3,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,217.804,70.053,211.663,223.944,211.595,218.713,366.009,173.18,1233.12
tls,mutual,secp384r1,x448_mlkem768,hybride,L3,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,160.329,80.84,153.243,167.415,155.09,158.684,166.664,130.44,1220.05
tls,mutual,secp384r1,x448,classique,L3,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,151.21,13.62,150.016,152.404,153.385,156.181,160.086,129.25,403.78
tls,mutual,secp521r1,P-521,classique,L5,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,157.393,49.976,153.013,161.774,156.88,159.031,164.865,129.29,1159.25
tls,mutual,secp521r1,hqc256,pq_pur,L5,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,327.63,54.844,322.822,332.437,330.63,338.693,393.917,270.54,1433.47
tls,mutual,secp521r1,mlkem1024,pq_pur,L5,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,159.412,94.508,151.128,167.696,151.2,155.291,337.766,128.38,1234.11
tls,mutual,secp521r1,p521_hqc256,hybride,L5,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,329.742,55.943,324.839,334.646,327.785,346.286,372.968,283.81,1440.87
tls,mutual,secp521r1,p521_mlkem1024,hybride,L5,classique,simple_loss0.3_delay30.02ms,500,500,0,100.0,169.599,51.962,165.044,174.153,166.95,170.84,173.895,135.53,1245.32
