protocol,auth_mode,sig_alg,kem,kem_class,security_level,sig_family,network_profile,n_total,n_success,n_failed,success_rate_pct,mean_ms,stdev_ms,ci95_low_ms,ci95_high_ms,median_ms,p95_ms,p99_ms,min_ms,max_ms
tls,single,mldsa44,mlkem512,pq_pur,L1,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,267.806,16.654,266.346,269.266,266.46,267.05,267.585,262.69,562.31
tls,single,mldsa44,p256_hqc128,hybride,L1,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,342.342,51.121,337.861,346.823,339.0,352.122,359.556,291.35,1339.6
tls,single,mldsa44,p256_mlkem512,hybride,L1,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,286.626,17.484,285.094,288.159,284.9,287.475,298.896,270.07,574.33
tls,single,mldsa44,x25519_hqc128,hybride,L1,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,334.479,82.01,327.29,341.667,325.925,329.499,828.703,284.14,1698.8
tls,single,mldsa44,x25519_mlkem512,hybride,L1,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,275.308,76.158,268.632,281.984,267.39,268.06,564.302,263.29,1572.26
tls,single,mldsa44,x25519,classique,L1,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,272.641,67.414,266.732,278.551,266.6,267.052,431.491,262.98,1533.8
tls,single,mldsa65,P-384,classique,L3,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,277.038,63.179,271.5,282.576,271.87,272.562,401.075,264.76,1545.16
tls,single,mldsa65,hqc192,pq_pur,L3,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,491.774,65.11,486.067,497.481,486.1,497.083,617.092,428.5,1762.44
tls,single,mldsa65,mlkem768,pq_pur,L3,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,268.098,11.098,267.125,269.07,267.24,268.26,269.411,263.06,429.88
tls,single,mldsa65,p384_hqc192,hybride,L3,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,507.274,61.372,501.895,512.654,502.815,506.112,599.845,435.49,1798.02
tls,single,mldsa65,p384_mlkem768,hybride,L3,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,295.638,62.506,290.159,301.117,293.47,295.403,298.686,272.52,1681.86
tls,single,mldsa65,x448_hqc192,hybride,L3,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,495.302,83.361,487.995,502.609,489.36,497.579,562.057,429.49,1772.06
tls,single,mldsa65,x448_mlkem768,hybride,L3,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,277.123,64.452,271.474,282.773,273.03,273.611,400.993,265.25,1686.15
tls,single,mldsa65,x448,classique,L3,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,273.084,37.278,269.817,276.352,269.53,270.471,402.128,263.99,929.76
tls,single,mldsa87,P-521,classique,L5,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,285.399,116.585,275.18,295.618,270.73,273.27,567.214,264.78,1689.21
tls,single,mldsa87,hqc256,pq_pur,L5,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,679.169,88.007,671.455,686.883,670.865,691.027,826.745,508.77,1973.4
tls,single,mldsa87,mlkem1024,pq_pur,L5,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,401.583,65.843,395.811,407.354,395.875,396.381,527.371,392.55,1683.29
tls,single,mldsa87,p521_hqc256,hybride,L5,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,682.929,19.041,681.26,684.598,684.235,697.47,714.093,541.13,822.27
tls,single,mldsa87,p521_mlkem1024,hybride,L5,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,414.76,19.679,413.035,416.484,413.64,415.89,419.982,400.1,809.04
tls,single,secp384r1,P-384,classique,L3,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,280.197,50.337,275.784,284.609,277.03,278.871,283.476,266.48,1323.92
tls,single,secp384r1,hqc192,pq_pur,L3,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,452.985,26.217,450.687,455.283,454.75,468.808,545.744,330.84,753.51
tls,single,secp384r1,mlkem768,pq_pur,L3,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,331.091,1205.931,225.386,436.795,272.32,273.75,277.931,264.92,27191.42
tls,single,secp384r1,p384_hqc192,hybride,L3,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,474.23,36.499,471.03,477.429,475.875,491.853,613.642,341.08,918.97
tls,single,secp384r1,p384_mlkem768,hybride,L3,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,304.271,62.339,298.807,309.736,299.665,303.1,311.554,274.64,1447.13
tls,single,secp384r1,x448_hqc192,hybride,L3,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,461.306,85.343,453.826,468.787,458.035,471.352,567.904,332.45,1758.26
tls,single,secp384r1,x448_mlkem768,hybride,L3,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,284.606,80.813,277.522,291.69,278.275,279.651,283.165,267.5,1465.93
tls,single,secp384r1,x448,classique,L3,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,276.024,18.641,274.39,277.658,274.94,276.401,279.38,265.57,669.82
tls,single,secp521r1,P-521,classique,L5,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,283.834,70.056,277.693,289.974,277.85,280.526,286.396,266.85,1318.32
tls,single,secp521r1,hqc256,pq_pur,L5,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,686.896,70.751,680.694,693.097,687.665,696.502,851.215,513.13,1987.54
tls,single,secp521r1,mlkem1024,pq_pur,L5,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,276.226,51.239,271.735,280.717,273.59,275.573,278.562,265.74,1411.72
tls,single,secp521r1,p521_hqc256,hybride,L5,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,680.829,29.889,678.209,683.449,683.175,694.312,719.464,520.83,944.16
tls,single,secp521r1,p521_mlkem1024,hybride,L5,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,304.842,59.732,299.606,310.078,300.87,305.603,308.792,274.95,1451.42
