protocol,auth_mode,network_profile,sig_alg,kem,kem_class,role,n_blocks_cpu,cpu_ms_per_handshake_mean,cpu_ms_ci95,cpu_ms_ci95_method,n_blocks_mem,mem_peak_MiB_mean,mem_MiB_ci95,mem_MiB_ci95_method
quic,single,stable,mldsa87,mlkem1024,pq_pur,server,4,694.421,"[540.977, 822.673]",bootstrap_blocs,4,9.851,"[9.693, 10.116]",bootstrap_blocs
quic,single,stable,mldsa87,p521_hqc256,hybride,client,4,77.539,"[76.812, 77.975]",bootstrap_blocs,4,6.105,"[6.012, 6.250]",bootstrap_blocs
quic,single,stable,mldsa87,p521_hqc256,hybride,server,4,502.628,"[445.485, 559.771]",bootstrap_blocs,4,12.636,"[12.274, 12.926]",bootstrap_blocs
quic,single,stable,mldsa87,p521_mlkem1024,hybride,client,4,32.723,"[31.562, 34.009]",bootstrap_blocs,4,5.94,"[5.749, 6.055]",bootstrap_blocs
quic,single,stable,mldsa87,p521_mlkem1024,hybride,server,4,618.594,"[520.475, 734.057]",bootstrap_blocs,4,10.526,"[10.460, 10.590]",bootstrap_blocs
quic,single,stable,secp384r1,P-384,classique,client,4,26.053,"[25.046, 27.738]",bootstrap_blocs,4,5.419,"[5.342, 5.540]",bootstrap_blocs
quic,single,stable,secp384r1,P-384,classique,server,4,588.297,"[540.663, 662.621]",bootstrap_blocs,4,8.418,"[8.287, 8.516]",bootstrap_blocs
quic,single,stable,secp384r1,hqc192,pq_pur,client,4,51.069,"[50.619, 51.812]",bootstrap_blocs,4,5.423,"[5.350, 5.463]",bootstrap_blocs
quic,single,stable,secp384r1,hqc192,pq_pur,server,4,358.634,"[302.305, 433.254]",bootstrap_blocs,4,10.429,"[10.324, 10.533]",bootstrap_blocs
quic,single,stable,secp384r1,mlkem768,pq_pur,client,4,24.894,"[24.056, 25.732]",bootstrap_blocs,4,5.409,"[5.215, 5.585]",bootstrap_blocs
quic,single,stable,secp384r1,mlkem768,pq_pur,server,4,357.111,"[328.822, 385.400]",bootstrap_blocs,4,8.624,"[8.539, 8.709]",bootstrap_blocs
quic,single,stable,secp384r1,p384_hqc192,hybride,client,4,58.741,"[57.534, 60.794]",bootstrap_blocs,4,5.96,"[5.727, 6.109]",bootstrap_blocs
quic,single,stable,secp384r1,p384_hqc192,hybride,server,4,423.527,"[395.872, 448.257]",bootstrap_blocs,4,11.189,"[11.064, 11.324]",bootstrap_blocs
quic,single,stable,secp384r1,p384_mlkem768,hybride,client,4,32.279,"[31.434, 33.597]",bootstrap_blocs,4,5.865,"[5.701, 6.002]",bootstrap_blocs
quic,single,stable,secp384r1,p384_mlkem768,hybride,server,4,367.923,"[317.977, 413.245]",bootstrap_blocs,4,9.444,"[9.211, 9.568]",bootstrap_blocs
quic,single,stable,secp384r1,x448,classique,client,4,24.378,"[23.789, 25.446]",bootstrap_blocs,4,5.531,"[5.457, 5.592]",bootstrap_blocs
quic,single,stable,secp384r1,x448,classique,server,4,440.303,"[371.612, 499.917]",bootstrap_blocs,4,8.473,"[8.442, 8.530]",bootstrap_blocs
quic,single,stable,secp384r1,x448_hqc192,hybride,client,4,53.568,"[52.558, 55.295]",bootstrap_blocs,4,5.673,"[5.464, 5.838]",bootstrap_blocs
quic,single,stable,secp384r1,x448_hqc192,hybride,server,4,384.275,"[325.717, 465.754]",bootstrap_blocs,4,10.806,"[10.609, 11.002]",bootstrap_blocs
quic,single,stable,secp384r1,x448_mlkem768,hybride,client,4,26.878,"[26.121, 28.100]",bootstrap_blocs,4,5.618,"[5.506, 5.731]",bootstrap_blocs
quic,single,stable,secp384r1,x448_mlkem768,hybride,server,4,381.888,"[288.707, 475.070]",bootstrap_blocs,4,8.764,"[8.533, 8.951]",bootstrap_blocs
quic,single,stable,secp521r1,P-521,classique,client,4,24.75,"[24.556, 25.085]",bootstrap_blocs,4,5.433,"[5.215, 5.660]",bootstrap_blocs
quic,single,stable,secp521r1,P-521,classique,server,4,472.796,"[423.824, 507.457]",bootstrap_blocs,4,8.395,"[8.273, 8.510]",bootstrap_blocs
quic,single,stable,secp521r1,hqc256,pq_pur,client,4,72.392,"[70.958, 74.626]",bootstrap_blocs,4,5.537,"[5.298, 5.759]",bootstrap_blocs
quic,single,stable,secp521r1,hqc256,pq_pur,server,4,369.259,"[339.089, 393.307]",bootstrap_blocs,4,11.754,"[11.523, 11.984]",bootstrap_blocs
quic,single,stable,secp521r1,mlkem1024,pq_pur,client,4,24.368,"[23.631, 25.582]",bootstrap_blocs,4,5.52,"[5.408, 5.674]",bootstrap_blocs
quic,single,stable,secp521r1,mlkem1024,pq_pur,server,4,385.194,"[314.364, 456.024]",bootstrap_blocs,4,8.748,"[8.584, 8.879]",bootstrap_blocs
quic,single,stable,secp521r1,p521_hqc256,hybride,client,4,79.466,"[77.967, 81.608]",bootstrap_blocs,4,6.04,"[5.854, 6.237]",bootstrap_blocs
quic,single,stable,secp521r1,p521_hqc256,hybride,server,4,450.927,"[424.704, 489.898]",bootstrap_blocs,4,12.538,"[12.394, 12.688]",bootstrap_blocs
quic,single,stable,secp521r1,p521_mlkem1024,hybride,client,4,32.225,"[31.438, 33.479]",bootstrap_blocs,4,5.983,"[5.768, 6.153]",bootstrap_blocs
quic,single,stable,secp521r1,p521_mlkem1024,hybride,server,4,351.437,"[310.879, 391.994]",bootstrap_blocs,4,9.645,"[9.616, 9.679]",bootstrap_blocs
quic,single,unstable,ed25519,P-256,classique,client,4,25.349,"[22.766, 30.508]",bootstrap_blocs,4,5.402,"[5.305, 5.513]",bootstrap_blocs
quic,single,unstable,ed25519,P-256,classique,server,4,1534.721,"[1382.147, 1711.564]",bootstrap_blocs,4,8.925,"[8.730, 9.119]",bootstrap_blocs
quic,single,unstable,ed25519,hqc128,pq_pur,client,4,36.156,"[32.077, 43.833]",bootstrap_blocs,4,5.492,"[5.405, 5.644]",bootstrap_blocs
quic,single,unstable,ed25519,hqc128,pq_pur,server,4,944.345,"[805.926, 1037.524]",bootstrap_blocs,4,9.31,"[9.138, 9.422]",bootstrap_blocs
quic,single,unstable,ed25519,mlkem512,pq_pur,client,4,25.344,"[22.475, 30.706]",bootstrap_blocs,4,5.44,"[5.328, 5.565]",bootstrap_blocs
quic,single,unstable,ed25519,mlkem512,pq_pur,server,4,1423.466,"[1346.972, 1504.080]",bootstrap_blocs,4,9.034,"[8.893, 9.132]",bootstrap_blocs
quic,single,unstable,ed25519,p256_hqc128,hybride,client,4,43.413,"[38.316, 52.879]",bootstrap_blocs,4,6.04,"[5.904, 6.176]",bootstrap_blocs
quic,single,unstable,ed25519,p256_hqc128,hybride,server,4,1153.245,"[990.779, 1321.385]",bootstrap_blocs,4,10.009,"[9.926, 10.103]",bootstrap_blocs
quic,single,unstable,ed25519,p256_mlkem512,hybride,client,4,33.796,"[29.322, 42.539]",bootstrap_blocs,4,5.951,"[5.798, 6.175]",bootstrap_blocs
quic,single,unstable,ed25519,p256_mlkem512,hybride,server,4,1231.385,"[1104.382, 1439.745]",bootstrap_blocs,4,9.722,"[9.666, 9.769]",bootstrap_blocs
quic,single,unstable,ed25519,x25519,classique,client,4,25.251,"[22.596, 30.370]",bootstrap_blocs,4,5.341,"[5.299, 5.404]",bootstrap_blocs
quic,single,unstable,ed25519,x25519,classique,server,4,1623.143,"[1392.455, 1853.831]",bootstrap_blocs,4,8.601,"[8.369, 8.769]",bootstrap_blocs
quic,single,unstable,ed25519,x25519_hqc128,hybride,client,4,38.515,"[33.992, 46.853]",bootstrap_blocs,4,5.589,"[5.485, 5.668]",bootstrap_blocs
quic,single,unstable,ed25519,x25519_hqc128,hybride,server,4,1138.301,"[934.848, 1336.692]",bootstrap_blocs,4,9.512,"[9.381, 9.660]",bootstrap_blocs
quic,single,unstable,ed25519,x25519_mlkem512,hybride,client,4,27.459,"[24.133, 32.967]",bootstrap_blocs,4,5.612,"[5.475, 5.750]",bootstrap_blocs
quic,single,unstable,ed25519,x25519_mlkem512,hybride,server,4,1249.128,"[1059.230, 1524.572]",bootstrap_blocs,4,8.9,"[8.841, 8.974]",bootstrap_blocs
quic,single,unstable,mldsa44,P-256,classique,client,4,23.29,"[22.818, 23.971]",bootstrap_blocs,4,5.406,"[5.243, 5.551]",bootstrap_blocs
quic,single,unstable,mldsa44,P-256,classique,server,4,1770.419,"[1448.952, 2201.588]",bootstrap_blocs,4,9.327,"[9.205, 9.530]",bootstrap_blocs
quic,single,unstable,mldsa44,hqc128,pq_pur,client,4,38.232,"[32.485, 49.526]",bootstrap_blocs,4,5.408,"[5.341, 5.509]",bootstrap_blocs
quic,single,unstable,mldsa44,hqc128,pq_pur,server,4,1780.614,"[1590.177, 2024.035]",bootstrap_blocs,4,9.619,"[9.539, 9.699]",bootstrap_blocs
quic,single,unstable,mldsa44,mlkem512,pq_pur,client,4,26.897,"[22.935, 34.541]",bootstrap_blocs,4,5.495,"[5.490, 5.501]",bootstrap_blocs
quic,single,unstable,mldsa44,mlkem512,pq_pur,server,4,1863.823,"[1813.809, 1907.968]",bootstrap_blocs,4,9.355,"[9.324, 9.387]",bootstrap_blocs
quic,single,unstable,mldsa44,p256_hqc128,hybride,client,4,44.929,"[39.530, 55.494]",bootstrap_blocs,4,5.982,"[5.908, 6.057]",bootstrap_blocs
quic,single,unstable,mldsa44,p256_hqc128,hybride,server,4,1697.187,"[1593.369, 1764.571]",bootstrap_blocs,4,10.213,"[10.151, 10.280]",bootstrap_blocs
quic,single,unstable,mldsa44,p256_mlkem512,hybride,client,4,29.834,"[29.581, 30.086]",bootstrap_blocs,4,5.958,"[5.871, 6.121]",bootstrap_blocs
quic,single,unstable,mldsa44,p256_mlkem512,hybride,server,4,1745.163,"[1668.780, 1821.547]",bootstrap_blocs,4,9.882,"[9.729, 9.994]",bootstrap_blocs
quic,single,unstable,mldsa44,x25519,classique,client,4,26.175,"[22.834, 32.551]",bootstrap_blocs,4,5.477,"[5.377, 5.549]",bootstrap_blocs
quic,single,unstable,mldsa44,x25519,classique,server,4,1678.462,"[1423.720, 1901.892]",bootstrap_blocs,4,9.15,"[9.090, 9.223]",bootstrap_blocs
quic,single,unstable,mldsa44,x25519_hqc128,hybride,client,4,38.389,"[33.583, 47.430]",bootstrap_blocs,4,5.585,"[5.518, 5.652]",bootstrap_blocs
quic,single,unstable,mldsa44,x25519_hqc128,hybride,server,4,1601.504,"[1516.922, 1686.086]",bootstrap_blocs,4,9.634,"[9.608, 9.654]",bootstrap_blocs
quic,single,unstable,mldsa44,x25519_mlkem512,hybride,client,4,26.839,"[25.223, 29.742]",bootstrap_blocs,4,5.696,"[5.644, 5.762]",bootstrap_blocs
quic,single,unstable,mldsa44,x25519_mlkem512,hybride,server,4,1965.587,"[1736.186, 2179.131]",bootstrap_blocs,4,9.376,"[9.312, 9.476]",bootstrap_blocs
quic,single,unstable,mldsa65,P-384,classique,client,4,23.778,"[23.552, 23.991]",bootstrap_blocs,4,5.575,"[5.438, 5.740]",bootstrap_blocs
quic,single,unstable,mldsa65,P-384,classique,server,4,2594.302,"[2221.132, 2967.471]",bootstrap_blocs,4,9.63,"[9.580, 9.687]",bootstrap_blocs
quic,single,unstable,mldsa65,hqc192,pq_pur,client,4,55.627,"[49.544, 67.097]",bootstrap_blocs,4,5.507,"[5.437, 5.576]",bootstrap_blocs
quic,single,unstable,mldsa65,hqc192,pq_pur,server,4,1447.917,"[1297.279, 1611.133]",bootstrap_blocs,4,10.198,"[10.102, 10.298]",bootstrap_blocs
quic,single,unstable,mldsa65,mlkem768,pq_pur,client,4,24.446,"[23.365, 26.429]",bootstrap_blocs,4,5.536,"[5.410, 5.662]",bootstrap_blocs
quic,single,unstable,mldsa65,mlkem768,pq_pur,server,4,1992.43,"[1704.246, 2361.346]",bootstrap_blocs,4,9.624,"[9.516, 9.732]",bootstrap_blocs
quic,single,unstable,mldsa65,p384_hqc192,hybride,client,4,64.623,"[57.059, 78.074]",bootstrap_blocs,4,6.016,"[5.909, 6.147]",bootstrap_blocs
quic,single,unstable,mldsa65,p384_hqc192,hybride,server,4,1335.268,"[1221.596, 1543.815]",bootstrap_blocs,4,10.948,"[10.840, 11.057]",bootstrap_blocs
quic,single,unstable,mldsa65,p384_mlkem768,hybride,client,4,34.851,"[30.918, 42.266]",bootstrap_blocs,4,5.941,"[5.930, 5.953]",bootstrap_blocs
quic,single,unstable,mldsa65,p384_mlkem768,hybride,server,4,2004.176,"[1744.234, 2229.870]",bootstrap_blocs,4,10.282,"[10.154, 10.410]",bootstrap_blocs
quic,single,unstable,mldsa65,x448,classique,client,4,26.533,"[23.067, 33.136]",bootstrap_blocs,4,5.332,"[5.246, 5.445]",bootstrap_blocs
quic,single,unstable,mldsa65,x448,classique,server,4,2291.632,"[1821.413, 2616.314]",bootstrap_blocs,4,9.49,"[9.396, 9.586]",bootstrap_blocs
quic,single,unstable,mldsa65,x448_hqc192,hybride,client,4,52.129,"[51.039, 53.558]",bootstrap_blocs,4,5.688,"[5.607, 5.770]",bootstrap_blocs
quic,single,unstable,mldsa65,x448_hqc192,hybride,server,4,1380.095,"[1295.836, 1492.617]",bootstrap_blocs,4,10.252,"[10.199, 10.305]",bootstrap_blocs
quic,single,unstable,mldsa65,x448_mlkem768,hybride,client,4,25.991,"[25.498, 26.561]",bootstrap_blocs,4,5.547,"[5.459, 5.649]",bootstrap_blocs
quic,single,unstable,mldsa65,x448_mlkem768,hybride,server,4,2048.837,"[1907.444, 2170.834]",bootstrap_blocs,4,9.688,"[9.602, 9.775]",bootstrap_blocs
quic,single,unstable,mldsa87,P-521,classique,client,4,23.797,"[23.541, 23.935]",bootstrap_blocs,4,5.376,"[5.324, 5.428]",bootstrap_blocs
quic,single,unstable,mldsa87,P-521,classique,server,4,2451.082,"[2096.470, 2798.003]",bootstrap_blocs,4,9.926,"[9.875, 9.975]",bootstrap_blocs
quic,single,unstable,mldsa87,hqc256,pq_pur,client,4,79.09,"[70.939, 94.543]",bootstrap_blocs,4,5.585,"[5.521, 5.654]",bootstrap_blocs
quic,single,unstable,mldsa87,hqc256,pq_pur,server,4,1356.244,"[1200.184, 1512.303]",bootstrap_blocs,4,11.803,"[11.701, 11.918]",bootstrap_blocs
quic,single,unstable,mldsa87,mlkem1024,pq_pur,client,4,24.178,"[23.238, 25.673]",bootstrap_blocs,4,5.512,"[5.414, 5.609]",bootstrap_blocs
quic,single,unstable,mldsa87,mlkem1024,pq_pur,server,4,2505.385,"[2286.994, 2704.411]",bootstrap_blocs,4,9.874,"[9.814, 9.934]",bootstrap_blocs
quic,single,unstable,mldsa87,p521_hqc256,hybride,client,4,86.718,"[77.333, 103.960]",bootstrap_blocs,4,6.104,"[6.014, 6.192]",bootstrap_blocs
quic,single,unstable,mldsa87,p521_hqc256,hybride,server,4,1379.085,"[1262.503, 1492.456]",bootstrap_blocs,4,12.708,"[12.558, 12.906]",bootstrap_blocs
quic,single,unstable,mldsa87,p521_mlkem1024,hybride,client,4,31.213,"[30.856, 31.571]",bootstrap_blocs,4,6.129,"[6.061, 6.205]",bootstrap_blocs
quic,single,unstable,mldsa87,p521_mlkem1024,hybride,server,4,2335.761,"[2023.824, 2647.697]",bootstrap_blocs,4,10.787,"[10.660, 10.914]",bootstrap_blocs
quic,single,unstable,secp384r1,P-384,classique,client,4,24.682,"[24.361, 25.092]",bootstrap_blocs,4,5.354,"[5.317, 5.382]",bootstrap_blocs
quic,single,unstable,secp384r1,P-384,classique,server,4,1640.706,"[1487.068, 1793.074]",bootstrap_blocs,4,8.643,"[8.549, 8.769]",bootstrap_blocs
quic,single,unstable,secp384r1,hqc192,pq_pur,client,4,50.174,"[49.402, 50.804]",bootstrap_blocs,4,5.509,"[5.469, 5.554]",bootstrap_blocs
quic,single,unstable,secp384r1,hqc192,pq_pur,server,4,1053.179,"[886.576, 1192.526]",bootstrap_blocs,4,10.181,"[10.082, 10.279]",bootstrap_blocs
quic,single,unstable,secp384r1,mlkem768,pq_pur,client,4,23.678,"[23.432, 23.850]",bootstrap_blocs,4,5.391,"[5.277, 5.504]",bootstrap_blocs
quic,single,unstable,secp384r1,mlkem768,pq_pur,server,4,1125.135,"[788.988, 1507.269]",bootstrap_blocs,4,8.821,"[8.716, 8.926]",bootstrap_blocs
quic,single,unstable,secp384r1,p384_hqc192,hybride,client,4,64.971,"[57.573, 78.746]",bootstrap_blocs,4,6.025,"[5.953, 6.123]",bootstrap_blocs
quic,single,unstable,secp384r1,p384_hqc192,hybride,server,4,1198.736,"[999.601, 1397.870]",bootstrap_blocs,4,11.193,"[11.062, 11.324]",bootstrap_blocs
quic,single,unstable,secp384r1,p384_mlkem768,hybride,client,4,32.426,"[31.925, 33.359]",bootstrap_blocs,4,6.002,"[5.928, 6.064]",bootstrap_blocs
quic,single,unstable,secp384r1,p384_mlkem768,hybride,server,4,1081.79,"[903.247, 1205.966]",bootstrap_blocs,4,9.663,"[9.581, 9.711]",bootstrap_blocs
quic,single,unstable,secp384r1,x448,classique,client,4,27.528,"[24.004, 34.329]",bootstrap_blocs,4,5.253,"[5.212, 5.287]",bootstrap_blocs
quic,single,unstable,secp384r1,x448,classique,server,4,1695.17,"[1612.622, 1817.869]",bootstrap_blocs,4,8.382,"[7.986, 8.607]",bootstrap_blocs
quic,single,unstable,secp384r1,x448_hqc192,hybride,client,4,60.148,"[51.449, 77.171]",bootstrap_blocs,4,5.69,"[5.658, 5.723]",bootstrap_blocs
quic,single,unstable,secp384r1,x448_hqc192,hybride,server,4,1110.912,"[1028.053, 1199.264]",bootstrap_blocs,4,10.56,"[10.435, 10.680]",bootstrap_blocs
quic,single,unstable,secp384r1,x448_mlkem768,hybride,client,4,29.989,"[26.057, 37.607]",bootstrap_blocs,4,5.525,"[5.504, 5.539]",bootstrap_blocs
quic,single,unstable,secp384r1,x448_mlkem768,hybride,server,4,1194.3,"[1123.596, 1281.999]",bootstrap_blocs,4,9.2,"[9.074, 9.326]",bootstrap_blocs
quic,single,unstable,secp521r1,P-521,classique,client,4,27.564,"[24.519, 33.206]",bootstrap_blocs,4,5.29,"[5.195, 5.385]",bootstrap_blocs
quic,single,unstable,secp521r1,P-521,classique,server,4,1686.694,"[1575.152, 1798.237]",bootstrap_blocs,4,8.677,"[8.610, 8.781]",bootstrap_blocs
quic,single,unstable,secp521r1,hqc256,pq_pur,client,4,79.239,"[70.126, 95.734]",bootstrap_blocs,4,5.499,"[5.393, 5.642]",bootstrap_blocs
quic,single,unstable,secp521r1,hqc256,pq_pur,server,4,1315.243,"[1148.833, 1462.559]",bootstrap_blocs,4,11.701,"[11.531, 11.871]",bootstrap_blocs
quic,single,unstable,secp521r1,mlkem1024,pq_pur,client,4,27.357,"[23.688, 34.269]",bootstrap_blocs,4,5.401,"[5.289, 5.519]",bootstrap_blocs
quic,single,unstable,secp521r1,mlkem1024,pq_pur,server,4,1272.815,"[1138.170, 1407.461]",bootstrap_blocs,4,9.021,"[8.937, 9.126]",bootstrap_blocs
quic,single,unstable,secp521r1,p521_hqc256,hybride,client,4,78.131,"[77.522, 78.793]",bootstrap_blocs,4,5.947,"[5.891, 5.982]",bootstrap_blocs
quic,single,unstable,secp521r1,p521_hqc256,hybride,server,4,1256.543,"[1155.128, 1351.103]",bootstrap_blocs,4,12.541,"[12.361, 12.726]",bootstrap_blocs
quic,single,unstable,secp521r1,p521_mlkem1024,hybride,client,4,35.74,"[31.710, 42.838]",bootstrap_blocs,4,5.959,"[5.859, 6.059]",bootstrap_blocs
quic,single,unstable,secp521r1,p521_mlkem1024,hybride,server,4,1277.642,"[1047.228, 1644.404]",bootstrap_blocs,4,9.763,"[9.686, 9.882]",bootstrap_blocs
tls,mutual,none,ed25519,P-256,classique,client,4,19.09,"[17.017, 22.578]",bootstrap_blocs,4,5.387,"[5.201, 5.572]",bootstrap_blocs
tls,mutual,none,ed25519,P-256,classique,server,4,1.717,"[1.497, 2.042]",bootstrap_blocs,4,6.159,"[6.139, 6.190]",bootstrap_blocs
tls,mutual,none,ed25519,hqc128,pq_pur,client,4,26.947,"[24.592, 30.533]",bootstrap_blocs,4,5.489,"[5.414, 5.564]",bootstrap_blocs
tls,mutual,none,ed25519,hqc128,pq_pur,server,4,8.224,"[7.539, 9.167]",bootstrap_blocs,4,6.225,"[6.223, 6.227]",bootstrap_blocs
tls,mutual,none,ed25519,mlkem512,pq_pur,client,4,18.849,"[17.482, 21.075]",bootstrap_blocs,4,5.272,"[5.048, 5.523]",bootstrap_blocs
tls,mutual,none,ed25519,mlkem512,pq_pur,server,4,1.578,"[1.469, 1.781]",bootstrap_blocs,4,6.184,"[6.160, 6.203]",bootstrap_blocs
tls,mutual,none,ed25519,p256_hqc128,hybride,client,4,30.786,"[28.513, 35.089]",bootstrap_blocs,4,5.407,"[5.227, 5.588]",bootstrap_blocs
tls,mutual,none,ed25519,p256_hqc128,hybride,server,4,9.185,"[8.482, 10.390]",bootstrap_blocs,4,6.471,"[6.338, 6.551]",bootstrap_blocs
tls,mutual,none,ed25519,p256_mlkem512,hybride,client,4,23.08,"[22.027, 24.611]",bootstrap_blocs,4,5.342,"[5.226, 5.428]",bootstrap_blocs
tls,mutual,none,ed25519,p256_mlkem512,hybride,server,4,2.739,"[2.595, 2.939]",bootstrap_blocs,4,6.464,"[6.444, 6.480]",bootstrap_blocs
tls,mutual,none,ed25519,x25519,classique,client,4,18.23,"[16.688, 21.231]",bootstrap_blocs,4,5.39,"[5.236, 5.613]",bootstrap_blocs
tls,mutual,none,ed25519,x25519,classique,server,4,1.671,"[1.476, 1.867]",bootstrap_blocs,4,6.033,"[5.910, 6.156]",bootstrap_blocs
tls,mutual,none,ed25519,x25519_hqc128,hybride,client,4,26.699,"[25.082, 29.261]",bootstrap_blocs,4,5.276,"[5.043, 5.479]",bootstrap_blocs
tls,mutual,none,ed25519,x25519_hqc128,hybride,server,4,8.156,"[7.629, 8.869]",bootstrap_blocs,4,6.161,"[6.036, 6.248]",bootstrap_blocs
tls,mutual,none,ed25519,x25519_mlkem512,hybride,client,4,18.631,"[17.441, 20.197]",bootstrap_blocs,4,5.44,"[5.312, 5.568]",bootstrap_blocs
tls,mutual,none,ed25519,x25519_mlkem512,hybride,server,4,1.698,"[1.597, 1.844]",bootstrap_blocs,4,6.126,"[6.015, 6.189]",bootstrap_blocs
tls,mutual,none,mldsa44,P-256,classique,client,4,33.594,"[31.854, 36.109]",bootstrap_blocs,4,5.311,"[5.164, 5.499]",bootstrap_blocs
tls,mutual,none,mldsa44,P-256,classique,server,4,1.513,"[1.383, 1.643]",bootstrap_blocs,4,6.225,"[6.049, 6.412]",bootstrap_blocs
tls,mutual,none,mldsa44,hqc128,pq_pur,client,4,43.416,"[40.305, 48.156]",bootstrap_blocs,4,5.519,"[5.396, 5.595]",bootstrap_blocs
tls,mutual,none,mldsa44,hqc128,pq_pur,server,4,7.828,"[7.319, 8.741]",bootstrap_blocs,4,6.289,"[6.246, 6.363]",bootstrap_blocs
tls,mutual,none,mldsa44,mlkem512,pq_pur,client,4,36.062,"[32.714, 42.011]",bootstrap_blocs,4,5.239,"[5.164, 5.314]",bootstrap_blocs
tls,mutual,none,mldsa44,mlkem512,pq_pur,server,4,1.503,"[1.332, 1.696]",bootstrap_blocs,4,6.274,"[6.236, 6.338]",bootstrap_blocs
tls,mutual,none,mldsa44,p256_hqc128,hybride,client,4,48.018,"[45.151, 52.662]",bootstrap_blocs,4,5.468,"[5.404, 5.538]",bootstrap_blocs
tls,mutual,none,mldsa44,p256_hqc128,hybride,server,4,9.059,"[8.593, 9.714]",bootstrap_blocs,4,6.564,"[6.539, 6.580]",bootstrap_blocs
tls,mutual,none,mldsa44,p256_mlkem512,hybride,client,4,41.162,"[38.108, 46.373]",bootstrap_blocs,4,5.385,"[5.327, 5.446]",bootstrap_blocs
tls,mutual,none,mldsa44,p256_mlkem512,hybride,server,4,2.715,"[2.496, 2.952]",bootstrap_blocs,4,6.454,"[6.323, 6.533]",bootstrap_blocs
tls,mutual,none,mldsa44,x25519,classique,client,4,33.968,"[30.276, 38.760]",bootstrap_blocs,4,5.403,"[5.270, 5.537]",bootstrap_blocs
tls,mutual,none,mldsa44,x25519,classique,server,4,1.538,"[1.414, 1.653]",bootstrap_blocs,4,6.306,"[6.174, 6.545]",bootstrap_blocs
tls,mutual,none,mldsa44,x25519_hqc128,hybride,client,4,44.503,"[40.894, 50.464]",bootstrap_blocs,4,5.331,"[5.110, 5.518]",bootstrap_blocs
tls,mutual,none,mldsa44,x25519_hqc128,hybride,server,4,8.162,"[7.565, 9.169]",bootstrap_blocs,4,6.317,"[6.254, 6.444]",bootstrap_blocs
tls,mutual,none,mldsa44,x25519_mlkem512,hybride,client,4,35.473,"[32.462, 40.409]",bootstrap_blocs,4,5.37,"[5.240, 5.531]",bootstrap_blocs
tls,mutual,none,mldsa44,x25519_mlkem512,hybride,server,4,1.547,"[1.426, 1.722]",bootstrap_blocs,4,6.232,"[6.213, 6.246]",bootstrap_blocs
tls,mutual,none,mldsa65,P-384,classique,client,4,45.119,"[41.739, 50.719]",bootstrap_blocs,4,5.382,"[5.193, 5.534]",bootstrap_blocs
tls,mutual,none,mldsa65,P-384,classique,server,4,2.31,"[2.048, 2.815]",bootstrap_blocs,4,6.265,"[6.254, 6.275]",bootstrap_blocs
tls,mutual,none,mldsa65,hqc192,pq_pur,client,4,68.936,"[65.897, 71.585]",bootstrap_blocs,4,5.264,"[5.201, 5.326]",bootstrap_blocs
tls,mutual,none,mldsa65,hqc192,pq_pur,server,4,21.432,"[20.223, 23.208]",bootstrap_blocs,4,6.326,"[6.291, 6.361]",bootstrap_blocs
tls,mutual,none,mldsa65,mlkem768,pq_pur,client,4,43.935,"[40.025, 49.456]",bootstrap_blocs,4,5.318,"[5.197, 5.439]",bootstrap_blocs
tls,mutual,none,mldsa65,mlkem768,pq_pur,server,4,1.75,"[1.672, 1.827]",bootstrap_blocs,4,6.36,"[6.311, 6.453]",bootstrap_blocs
tls,mutual,none,mldsa65,p384_hqc192,hybride,client,4,75.75,"[69.802, 84.362]",bootstrap_blocs,4,5.438,"[5.288, 5.579]",bootstrap_blocs
tls,mutual,none,mldsa65,p384_hqc192,hybride,server,4,23.068,"[21.521, 25.131]",bootstrap_blocs,4,6.672,"[6.610, 6.792]",bootstrap_blocs
tls,mutual,none,mldsa65,p384_mlkem768,hybride,client,4,48.232,"[45.333, 52.520]",bootstrap_blocs,4,5.536,"[5.429, 5.645]",bootstrap_blocs
tls,mutual,none,mldsa65,p384_mlkem768,hybride,server,4,3.419,"[3.160, 3.737]",bootstrap_blocs,4,6.584,"[6.577, 6.591]",bootstrap_blocs
tls,mutual,none,mldsa65,x448,classique,client,4,43.299,"[35.389, 53.770]",bootstrap_blocs,4,5.312,"[5.240, 5.377]",bootstrap_blocs
tls,mutual,none,mldsa65,x448,classique,server,4,2.073,"[1.904, 2.338]",bootstrap_blocs,4,6.269,"[6.259, 6.285]",bootstrap_blocs
tls,mutual,none,mldsa65,x448_hqc192,hybride,client,4,68.766,"[63.640, 76.784]",bootstrap_blocs,4,5.311,"[5.139, 5.461]",bootstrap_blocs
tls,mutual,none,mldsa65,x448_hqc192,hybride,server,4,21.599,"[20.293, 23.489]",bootstrap_blocs,4,6.321,"[6.315, 6.326]",bootstrap_blocs
tls,mutual,none,mldsa65,x448_mlkem768,hybride,client,4,45.454,"[42.715, 50.410]",bootstrap_blocs,4,5.393,"[5.268, 5.518]",bootstrap_blocs
tls,mutual,none,mldsa65,x448_mlkem768,hybride,server,4,2.422,"[2.249, 2.613]",bootstrap_blocs,4,6.293,"[6.264, 6.324]",bootstrap_blocs
tls,mutual,none,mldsa87,P-521,classique,client,4,55.014,"[42.878, 68.008]",bootstrap_blocs,4,5.346,"[5.316, 5.371]",bootstrap_blocs
