protocol,auth_mode,network_profile,sig_alg,kem,kem_class,role,n_blocks_cpu,cpu_ms_per_handshake_mean,cpu_ms_ci95,cpu_ms_ci95_method,n_blocks_mem,mem_peak_MiB_mean,mem_MiB_ci95,mem_MiB_ci95_method
quic,single,simple_loss1.3_delay62.51ms,secp521r1,mlkem1024,pq_pur,server,4,389.492,"[385.131, 394.052]",bootstrap_blocs,4,9.265,"[9.113, 9.416]",bootstrap_blocs
quic,single,simple_loss1.3_delay62.51ms,secp521r1,p521_hqc256,hybride,client,4,95.307,"[77.656, 112.958]",bootstrap_blocs,4,5.891,"[5.785, 5.994]",bootstrap_blocs
quic,single,simple_loss1.3_delay62.51ms,secp521r1,p521_hqc256,hybride,server,4,981.92,"[949.200, 1014.639]",bootstrap_blocs,4,12.331,"[12.153, 12.496]",bootstrap_blocs
quic,single,simple_loss1.3_delay62.51ms,secp521r1,p521_mlkem1024,hybride,client,4,40.818,"[32.524, 49.113]",bootstrap_blocs,4,5.736,"[5.579, 5.822]",bootstrap_blocs
quic,single,simple_loss1.3_delay62.51ms,secp521r1,p521_mlkem1024,hybride,server,4,396.312,"[374.563, 418.061]",bootstrap_blocs,4,10.027,"[9.934, 10.121]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,ed25519,P-256,classique,client,4,32.258,"[25.015, 39.501]",bootstrap_blocs,4,5.352,"[5.221, 5.484]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,ed25519,P-256,classique,server,4,448.802,"[434.868, 462.736]",bootstrap_blocs,4,9.114,"[8.998, 9.257]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,ed25519,hqc128,pq_pur,client,4,46.393,"[33.382, 59.404]",bootstrap_blocs,4,5.224,"[5.162, 5.280]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,ed25519,hqc128,pq_pur,server,4,505.725,"[482.966, 528.004]",bootstrap_blocs,4,9.465,"[9.194, 9.660]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,ed25519,mlkem512,pq_pur,client,4,31.993,"[23.715, 40.272]",bootstrap_blocs,4,5.331,"[5.176, 5.466]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,ed25519,mlkem512,pq_pur,server,4,500.384,"[463.657, 523.530]",bootstrap_blocs,4,9.083,"[8.895, 9.206]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,ed25519,p256_hqc128,hybride,client,4,52.742,"[39.457, 66.027]",bootstrap_blocs,4,5.769,"[5.608, 5.871]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,ed25519,p256_hqc128,hybride,server,4,503.213,"[477.891, 520.479]",bootstrap_blocs,4,10.311,"[10.208, 10.419]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,ed25519,p256_mlkem512,hybride,client,4,41.183,"[29.952, 52.415]",bootstrap_blocs,4,5.639,"[5.492, 5.785]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,ed25519,p256_mlkem512,hybride,server,4,494.667,"[450.835, 542.514]",bootstrap_blocs,4,9.971,"[9.811, 10.131]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,ed25519,x25519,classique,client,4,32.606,"[23.435, 41.776]",bootstrap_blocs,4,5.52,"[5.334, 5.646]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,ed25519,x25519,classique,server,4,459.905,"[442.619, 475.666]",bootstrap_blocs,4,8.787,"[8.712, 8.858]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,ed25519,x25519_hqc128,hybride,client,4,44.518,"[33.873, 55.164]",bootstrap_blocs,4,5.317,"[5.205, 5.415]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,ed25519,x25519_hqc128,hybride,server,4,492.398,"[476.647, 508.168]",bootstrap_blocs,4,9.814,"[9.739, 9.881]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,ed25519,x25519_mlkem512,hybride,client,4,33.537,"[24.475, 42.598]",bootstrap_blocs,4,5.411,"[5.354, 5.498]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,ed25519,x25519_mlkem512,hybride,server,4,488.128,"[471.456, 504.799]",bootstrap_blocs,4,9.104,"[9.045, 9.164]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa44,P-256,classique,client,4,31.198,"[23.117, 39.278]",bootstrap_blocs,4,5.226,"[5.149, 5.293]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa44,P-256,classique,server,4,659.865,"[643.691, 681.053]",bootstrap_blocs,4,9.53,"[9.445, 9.615]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa44,hqc128,pq_pur,client,4,43.932,"[33.098, 54.766]",bootstrap_blocs,4,5.396,"[5.349, 5.458]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa44,hqc128,pq_pur,server,4,682.851,"[671.900, 694.205]",bootstrap_blocs,4,9.732,"[9.688, 9.777]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa44,mlkem512,pq_pur,client,4,32.539,"[23.300, 41.778]",bootstrap_blocs,4,5.318,"[5.123, 5.496]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa44,mlkem512,pq_pur,server,4,671.956,"[631.733, 721.997]",bootstrap_blocs,4,9.432,"[9.284, 9.532]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa44,p256_hqc128,hybride,client,4,52.675,"[38.721, 66.629]",bootstrap_blocs,4,5.582,"[5.473, 5.658]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa44,p256_hqc128,hybride,server,4,665.461,"[635.718, 692.609]",bootstrap_blocs,4,10.406,"[10.220, 10.551]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa44,p256_mlkem512,hybride,client,4,41.932,"[30.296, 53.567]",bootstrap_blocs,4,5.7,"[5.547, 5.854]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa44,p256_mlkem512,hybride,server,4,645.772,"[613.460, 678.085]",bootstrap_blocs,4,10.35,"[10.305, 10.395]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa44,x25519,classique,client,4,30.736,"[23.454, 38.017]",bootstrap_blocs,4,5.342,"[5.123, 5.520]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa44,x25519,classique,server,4,646.927,"[641.747, 652.107]",bootstrap_blocs,4,9.073,"[8.879, 9.258]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa44,x25519_hqc128,hybride,client,4,45.663,"[34.332, 56.994]",bootstrap_blocs,4,5.333,"[5.256, 5.409]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa44,x25519_hqc128,hybride,server,4,681.145,"[660.438, 701.852]",bootstrap_blocs,4,9.854,"[9.656, 10.047]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa44,x25519_mlkem512,hybride,client,4,33.65,"[25.099, 42.201]",bootstrap_blocs,4,5.415,"[5.328, 5.502]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa44,x25519_mlkem512,hybride,server,4,652.052,"[623.775, 680.330]",bootstrap_blocs,4,9.53,"[9.496, 9.576]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa65,P-384,classique,client,4,34.018,"[24.909, 43.128]",bootstrap_blocs,4,5.41,"[5.312, 5.508]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa65,P-384,classique,server,4,670.734,"[638.689, 702.778]",bootstrap_blocs,4,9.655,"[9.577, 9.725]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa65,hqc192,pq_pur,client,4,66.551,"[49.897, 83.204]",bootstrap_blocs,4,5.375,"[5.208, 5.529]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa65,hqc192,pq_pur,server,4,741.154,"[697.951, 784.358]",bootstrap_blocs,4,10.05,"[9.855, 10.258]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa65,mlkem768,pq_pur,client,4,31.893,"[23.625, 40.161]",bootstrap_blocs,4,5.414,"[5.262, 5.566]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa65,mlkem768,pq_pur,server,4,653.333,"[646.402, 660.851]",bootstrap_blocs,4,9.841,"[9.762, 9.942]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa65,p384_hqc192,hybride,client,4,74.544,"[57.707, 91.381]",bootstrap_blocs,4,5.772,"[5.703, 5.842]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa65,p384_hqc192,hybride,server,4,762.096,"[715.183, 811.876]",bootstrap_blocs,4,10.977,"[10.900, 11.031]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa65,p384_mlkem768,hybride,client,4,41.526,"[31.233, 51.820]",bootstrap_blocs,4,5.754,"[5.598, 5.885]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa65,p384_mlkem768,hybride,server,4,671.257,"[649.384, 699.961]",bootstrap_blocs,4,10.541,"[10.250, 10.701]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa65,x448,classique,client,4,32.294,"[23.631, 40.958]",bootstrap_blocs,4,5.275,"[5.156, 5.395]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa65,x448,classique,server,4,665.209,"[634.933, 697.724]",bootstrap_blocs,4,9.426,"[9.312, 9.527]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa65,x448_hqc192,hybride,client,4,68.204,"[52.564, 83.845]",bootstrap_blocs,4,5.341,"[5.259, 5.414]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa65,x448_hqc192,hybride,server,4,730.289,"[679.659, 780.918]",bootstrap_blocs,4,10.301,"[10.244, 10.357]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa65,x448_mlkem768,hybride,client,4,34.564,"[25.486, 43.641]",bootstrap_blocs,4,5.483,"[5.292, 5.734]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa65,x448_mlkem768,hybride,server,4,643.378,"[622.310, 672.103]",bootstrap_blocs,4,9.946,"[9.781, 10.122]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa87,P-521,classique,client,4,33.297,"[24.599, 41.996]",bootstrap_blocs,4,5.415,"[5.324, 5.577]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa87,P-521,classique,server,4,676.332,"[637.228, 726.404]",bootstrap_blocs,4,9.972,"[9.945, 9.998]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa87,hqc256,pq_pur,client,4,92.81,"[70.413, 115.207]",bootstrap_blocs,4,5.391,"[5.253, 5.534]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa87,hqc256,pq_pur,server,4,1263.605,"[1229.036, 1284.498]",bootstrap_blocs,4,11.284,"[11.100, 11.394]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa87,mlkem1024,pq_pur,client,4,32.083,"[23.271, 40.896]",bootstrap_blocs,4,5.316,"[5.209, 5.436]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa87,mlkem1024,pq_pur,server,4,663.873,"[650.054, 683.614]",bootstrap_blocs,4,10.193,"[10.143, 10.256]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa87,p521_hqc256,hybride,client,4,102.046,"[77.364, 126.728]",bootstrap_blocs,4,5.893,"[5.782, 5.959]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa87,p521_hqc256,hybride,server,4,1277.303,"[1221.448, 1330.932]",bootstrap_blocs,4,12.407,"[12.146, 12.710]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa87,p521_mlkem1024,hybride,client,4,42.14,"[31.344, 52.935]",bootstrap_blocs,4,5.721,"[5.540, 5.885]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,mldsa87,p521_mlkem1024,hybride,server,4,705.141,"[700.002, 710.586]",bootstrap_blocs,4,10.953,"[10.857, 11.043]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,secp384r1,P-384,classique,client,4,34.159,"[25.554, 42.765]",bootstrap_blocs,4,5.188,"[5.050, 5.295]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,secp384r1,P-384,classique,server,4,463.766,"[447.200, 481.460]",bootstrap_blocs,4,8.889,"[8.801, 8.961]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,secp384r1,hqc192,pq_pur,client,4,65.946,"[50.886, 81.005]",bootstrap_blocs,4,5.467,"[5.356, 5.626]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,secp384r1,hqc192,pq_pur,server,4,552.284,"[521.827, 602.796]",bootstrap_blocs,4,10.153,"[9.957, 10.313]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,secp384r1,mlkem768,pq_pur,client,4,33.101,"[24.255, 41.947]",bootstrap_blocs,4,5.32,"[5.182, 5.459]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,secp384r1,mlkem768,pq_pur,server,4,476.654,"[460.574, 493.394]",bootstrap_blocs,4,9.229,"[9.143, 9.314]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,secp384r1,p384_hqc192,hybride,client,4,76.478,"[57.960, 94.996]",bootstrap_blocs,4,5.732,"[5.693, 5.758]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,secp384r1,p384_hqc192,hybride,server,4,585.283,"[545.001, 626.238]",bootstrap_blocs,4,10.837,"[10.777, 10.896]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,secp384r1,p384_mlkem768,hybride,client,4,47.596,"[37.029, 55.944]",bootstrap_blocs,4,5.716,"[5.480, 5.880]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,secp384r1,p384_mlkem768,hybride,server,4,504.539,"[491.354, 517.764]",bootstrap_blocs,4,10.101,"[10.039, 10.171]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,secp384r1,x448,classique,client,4,33.372,"[24.532, 42.211]",bootstrap_blocs,4,5.329,"[5.245, 5.395]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,secp384r1,x448,classique,server,4,454.485,"[446.022, 460.866]",bootstrap_blocs,4,8.82,"[8.799, 8.842]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,secp384r1,x448_hqc192,hybride,client,4,69.544,"[52.386, 86.702]",bootstrap_blocs,4,5.468,"[5.385, 5.540]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,secp384r1,x448_hqc192,hybride,server,4,551.698,"[521.946, 594.533]",bootstrap_blocs,4,10.299,"[10.148, 10.449]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,secp384r1,x448_mlkem768,hybride,client,4,34.594,"[26.188, 43.001]",bootstrap_blocs,4,5.391,"[5.248, 5.539]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,secp384r1,x448_mlkem768,hybride,server,4,491.995,"[478.852, 509.383]",bootstrap_blocs,4,9.291,"[9.231, 9.350]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,secp521r1,P-521,classique,client,4,37.935,"[29.804, 43.338]",bootstrap_blocs,4,5.532,"[5.436, 5.617]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,secp521r1,P-521,classique,server,4,465.275,"[439.364, 484.223]",bootstrap_blocs,4,8.898,"[8.824, 8.973]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,secp521r1,hqc256,pq_pur,client,4,93.848,"[71.597, 116.098]",bootstrap_blocs,4,5.445,"[5.336, 5.555]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,secp521r1,hqc256,pq_pur,server,4,1217.297,"[1177.445, 1261.702]",bootstrap_blocs,4,11.54,"[11.468, 11.607]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,secp521r1,mlkem1024,pq_pur,client,4,33.0,"[24.450, 41.549]",bootstrap_blocs,4,5.332,"[5.217, 5.461]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,secp521r1,mlkem1024,pq_pur,server,4,480.811,"[445.939, 512.447]",bootstrap_blocs,4,9.373,"[9.283, 9.477]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,secp521r1,p521_hqc256,hybride,client,4,100.636,"[77.868, 123.404]",bootstrap_blocs,4,5.761,"[5.671, 5.838]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,secp521r1,p521_hqc256,hybride,server,4,1240.597,"[1203.941, 1277.252]",bootstrap_blocs,4,12.348,"[12.286, 12.405]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,secp521r1,p521_mlkem1024,hybride,client,4,43.409,"[32.430, 54.388]",bootstrap_blocs,4,5.7,"[5.551, 5.850]",bootstrap_blocs
quic,single,simple_loss1.5833_delay83.52ms,secp521r1,p521_mlkem1024,hybride,server,4,488.605,"[449.634, 527.576]",bootstrap_blocs,4,10.049,"[9.922, 10.176]",bootstrap_blocs
quic,single,stable,ed25519,P-256,classique,client,4,23.334,"[22.897, 23.989]",bootstrap_blocs,4,5.659,"[5.332, 6.286]",bootstrap_blocs
quic,single,stable,ed25519,P-256,classique,server,4,491.954,"[431.401, 537.008]",bootstrap_blocs,4,10.667,"[8.482, 14.837]",bootstrap_blocs
quic,single,stable,ed25519,hqc128,pq_pur,client,4,32.862,"[32.477, 33.258]",bootstrap_blocs,4,5.502,"[5.455, 5.564]",bootstrap_blocs
quic,single,stable,ed25519,hqc128,pq_pur,server,4,287.109,"[260.968, 313.250]",bootstrap_blocs,4,9.281,"[9.121, 9.396]",bootstrap_blocs
quic,single,stable,ed25519,mlkem512,pq_pur,client,4,22.915,"[22.373, 23.712]",bootstrap_blocs,4,5.337,"[5.172, 5.474]",bootstrap_blocs
quic,single,stable,ed25519,mlkem512,pq_pur,server,4,398.014,"[389.946, 410.731]",bootstrap_blocs,4,8.56,"[8.465, 8.677]",bootstrap_blocs
quic,single,stable,ed25519,p256_hqc128,hybride,client,4,39.978,"[38.566, 42.191]",bootstrap_blocs,4,5.92,"[5.754, 6.043]",bootstrap_blocs
quic,single,stable,ed25519,p256_hqc128,hybride,server,4,323.963,"[283.725, 364.200]",bootstrap_blocs,4,10.062,"[9.986, 10.139]",bootstrap_blocs
quic,single,stable,ed25519,p256_mlkem512,hybride,client,4,30.555,"[29.456, 32.052]",bootstrap_blocs,4,5.88,"[5.776, 5.975]",bootstrap_blocs
quic,single,stable,ed25519,p256_mlkem512,hybride,server,4,376.946,"[318.952, 439.097]",bootstrap_blocs,4,9.446,"[9.425, 9.467]",bootstrap_blocs
quic,single,stable,ed25519,x25519,classique,client,4,23.341,"[22.481, 24.206]",bootstrap_blocs,4,5.351,"[5.270, 5.399]",bootstrap_blocs
quic,single,stable,ed25519,x25519,classique,server,4,499.878,"[409.746, 616.995]",bootstrap_blocs,4,8.504,"[8.416, 8.592]",bootstrap_blocs
quic,single,stable,ed25519,x25519_hqc128,hybride,client,4,34.052,"[33.416, 34.688]",bootstrap_blocs,4,5.724,"[5.625, 5.822]",bootstrap_blocs
quic,single,stable,ed25519,x25519_hqc128,hybride,server,4,318.468,"[291.486, 344.346]",bootstrap_blocs,4,9.461,"[9.416, 9.506]",bootstrap_blocs
quic,single,stable,ed25519,x25519_mlkem512,hybride,client,4,24.472,"[24.374, 24.553]",bootstrap_blocs,4,5.616,"[5.594, 5.639]",bootstrap_blocs
quic,single,stable,ed25519,x25519_mlkem512,hybride,server,4,394.312,"[352.389, 440.551]",bootstrap_blocs,4,8.728,"[8.601, 8.824]",bootstrap_blocs
quic,single,stable,mldsa44,P-256,classique,client,4,23.698,"[22.593, 25.402]",bootstrap_blocs,4,5.439,"[5.334, 5.545]",bootstrap_blocs
quic,single,stable,mldsa44,P-256,classique,server,4,467.624,"[432.443, 499.089]",bootstrap_blocs,4,9.083,"[9.025, 9.138]",bootstrap_blocs
quic,single,stable,mldsa44,hqc128,pq_pur,client,4,32.869,"[32.340, 33.397]",bootstrap_blocs,4,5.441,"[5.251, 5.605]",bootstrap_blocs
quic,single,stable,mldsa44,hqc128,pq_pur,server,4,339.794,"[298.726, 382.514]",bootstrap_blocs,4,9.406,"[9.313, 9.482]",bootstrap_blocs
quic,single,stable,mldsa44,mlkem512,pq_pur,client,4,23.868,"[23.281, 24.507]",bootstrap_blocs,4,5.46,"[5.376, 5.543]",bootstrap_blocs
quic,single,stable,mldsa44,mlkem512,pq_pur,server,4,534.69,"[456.588, 642.421]",bootstrap_blocs,4,9.104,"[8.942, 9.215]",bootstrap_blocs
quic,single,stable,mldsa44,p256_hqc128,hybride,client,4,40.122,"[39.015, 41.742]",bootstrap_blocs,4,5.895,"[5.746, 6.004]",bootstrap_blocs
quic,single,stable,mldsa44,p256_hqc128,hybride,server,4,378.719,"[345.842, 423.299]",bootstrap_blocs,4,10.029,"[9.967, 10.092]",bootstrap_blocs
quic,single,stable,mldsa44,p256_mlkem512,hybride,client,4,30.27,"[29.338, 31.482]",bootstrap_blocs,4,6.051,"[5.988, 6.113]",bootstrap_blocs
quic,single,stable,mldsa44,p256_mlkem512,hybride,server,4,417.235,"[392.051, 445.836]",bootstrap_blocs,4,9.692,"[9.471, 9.809]",bootstrap_blocs
quic,single,stable,mldsa44,x25519,classique,client,4,23.037,"[22.842, 23.232]",bootstrap_blocs,4,5.43,"[5.319, 5.579]",bootstrap_blocs
quic,single,stable,mldsa44,x25519,classique,server,4,554.777,"[466.209, 636.174]",bootstrap_blocs,4,8.813,"[8.613, 8.987]",bootstrap_blocs
quic,single,stable,mldsa44,x25519_hqc128,hybride,client,4,34.691,"[33.901, 35.877]",bootstrap_blocs,4,5.65,"[5.560, 5.737]",bootstrap_blocs
quic,single,stable,mldsa44,x25519_hqc128,hybride,server,4,342.88,"[278.596, 407.163]",bootstrap_blocs,4,9.522,"[9.468, 9.562]",bootstrap_blocs
quic,single,stable,mldsa44,x25519_mlkem512,hybride,client,4,25.441,"[24.214, 27.212]",bootstrap_blocs,4,5.601,"[5.462, 5.711]",bootstrap_blocs
quic,single,stable,mldsa44,x25519_mlkem512,hybride,server,4,412.107,"[395.156, 428.154]",bootstrap_blocs,4,9.078,"[8.947, 9.209]",bootstrap_blocs
quic,single,stable,mldsa65,P-384,classique,client,4,24.843,"[23.987, 25.893]",bootstrap_blocs,4,5.354,"[5.248, 5.464]",bootstrap_blocs
quic,single,stable,mldsa65,P-384,classique,server,4,956.829,"[778.954, 1189.143]",bootstrap_blocs,4,9.452,"[9.399, 9.537]",bootstrap_blocs
quic,single,stable,mldsa65,hqc192,pq_pur,client,4,50.244,"[49.375, 51.505]",bootstrap_blocs,4,5.571,"[5.455, 5.650]",bootstrap_blocs
quic,single,stable,mldsa65,hqc192,pq_pur,server,4,384.099,"[350.961, 415.988]",bootstrap_blocs,4,10.088,"[9.971, 10.203]",bootstrap_blocs
quic,single,stable,mldsa65,mlkem768,pq_pur,client,4,24.508,"[23.710, 25.733]",bootstrap_blocs,4,5.436,"[5.375, 5.499]",bootstrap_blocs
quic,single,stable,mldsa65,mlkem768,pq_pur,server,4,617.576,"[557.217, 663.916]",bootstrap_blocs,4,9.49,"[9.451, 9.533]",bootstrap_blocs
quic,single,stable,mldsa65,p384_hqc192,hybride,client,4,57.891,"[56.304, 59.887]",bootstrap_blocs,4,6.033,"[5.864, 6.185]",bootstrap_blocs
quic,single,stable,mldsa65,p384_hqc192,hybride,server,4,381.394,"[347.020, 432.153]",bootstrap_blocs,4,10.839,"[10.695, 11.005]",bootstrap_blocs
quic,single,stable,mldsa65,p384_mlkem768,hybride,client,4,32.685,"[32.030, 33.373]",bootstrap_blocs,4,5.946,"[5.775, 6.078]",bootstrap_blocs
quic,single,stable,mldsa65,p384_mlkem768,hybride,server,4,547.535,"[479.535, 617.980]",bootstrap_blocs,4,10.207,"[10.091, 10.333]",bootstrap_blocs
