protocol,auth_mode,sig_alg,kem,kem_class,security_level,sig_family,network_profile,n_total,n_success,n_failed,success_rate_pct,mean_ms,stdev_ms,ci95_low_ms,ci95_high_ms,median_ms,p95_ms,p99_ms,min_ms,max_ms
quic,single,mldsa87,p521_mlkem1024,hybride,L5,pq,simple_loss0.2_delay65.15ms,500,500,0,100.0,277.839,101.155,268.972,286.705,272.08,277.653,279.19,271.53,2530.8
quic,single,secp384r1,P-384,classique,L3,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,136.483,5.952,135.962,137.005,135.65,138.85,138.99,135.43,266.8
quic,single,secp384r1,hqc192,pq_pur,L3,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,178.25,8.766,177.482,179.019,175.665,192.2,202.027,175.25,321.82
quic,single,secp384r1,mlkem768,pq_pur,L3,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,134.009,5.922,133.49,134.528,133.55,134.83,135.11,133.3,265.73
quic,single,secp384r1,p384_hqc192,hybride,L3,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,191.816,79.895,184.813,198.819,184.705,203.114,208.172,184.22,1447.99
quic,single,secp384r1,p384_mlkem768,hybride,L3,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,143.46,6.398,142.899,144.021,142.64,148.84,148.98,142.35,281.83
quic,single,secp384r1,x448_hqc192,hybride,L3,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,184.009,56.801,179.03,188.988,178.315,194.831,204.072,177.93,1437.22
quic,single,secp384r1,x448_mlkem768,hybride,L3,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,137.123,5.963,136.6,137.645,136.35,139.43,139.7,136.04,268.35
quic,single,secp384r1,x448,classique,L3,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,138.775,63.45,133.213,144.336,134.28,136.46,136.68,134.06,1135.71
quic,single,secp521r1,P-521,classique,L5,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,136.419,5.932,135.899,136.939,135.55,138.76,138.87,135.29,266.29
quic,single,secp521r1,hqc256,pq_pur,L5,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,701.084,33.991,698.105,704.064,696.89,714.865,728.935,651.2,1363.75
quic,single,secp521r1,mlkem1024,pq_pur,L5,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,134.142,5.862,133.628,134.656,133.75,135.02,135.42,133.48,264.65
quic,single,secp521r1,p521_hqc256,hybride,L5,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,709.461,45.515,705.472,713.451,705.715,725.195,731.343,653.79,1704.57
quic,single,secp521r1,p521_mlkem1024,hybride,L5,classique,simple_loss0.2_delay65.15ms,500,500,0,100.0,147.006,63.604,141.431,152.581,142.56,149.147,151.071,142.25,1558.87
